,categories,headers,contents
98,politics,Pennsylvania primary: Trump-backed TV doctor in cliffhanger vote count,"A Trump-backed celebrity doctor's campaign to run as the next Republican senator for Pennsylvania has come down to a nail-biting conclusion. Mehmet Oz, a surgeon best known for his appearances on the Oprah Winfrey Show, is facing a cliffhanger vote count after the party primary. He was neck and neck..."
99,politics,Nothing Says 'Impartial Judge' Like Clarence Thomas Publicly Making Fun Of The Press,"I assumed that I would not wake up to hear a Supreme Court justice gloat about how much he loves his job in the middle of a rule of law crisis, but we all know what happens when you make assumptions?. This is very big talk coming from a man..."
100,politics,"Russia-Ukraine war: first Russian soldier on trial for war crimes pleads guilty, Russia says nearly 700 more fighters surrender – live","Vadim Shishimarin, 21, admits killing unarmed civilian; Russia says 694 Ukrainian fighters have surrendered in the last 24 hours"
101,politics,Biden plainly wants the border crisis to keep getting worse,"Illegal-migrant encounters at the US-Mexico border soared to 234,088 in April, a new record for the Department of Homeland Security, eclipsing the March all-time record by 5.8% — and President Joe Biden’s only plan is to make it worse.

Nearly half the April migrants were not from Mexico or the Northern Triangle, by the way.

Team Biden is intent on dropping the Trump-era Title 42 rule, which allows the feds to send many migrants back (97,000 in April) over COVID concerns. His minions claim COVID’s no longer an issue on the border (though they still cite it as reason to forgive vast..."
102,politics,"Republicans oust Trump-backed, scandal-plagued congressman Madison Cawthorn","WASHINGTON, May 17 (Reuters) - North Carolina Republicans on Tuesday voted to end controversial freshman congressman Madison Cawthorn's time in office on Tuesday, after a string of self-inflicted controversies turned major figures in their party against him. A nude video, claims he was invited to a cocaine-fueled Washington orgy by..."
103,politics,The end of an error: Madison Cawthorn loses in GOP primary,"Ordinarily, when Donald Trump issues an endorsement of an incumbent Republican, the former president characterizes the GOP policymaker as a celebrated hero and a great patriot who has obviously earned voters’ support. When Trump endorsed Rep. Madison Cawthorn, however, the message was noticeably different. The former president didn’t bother..."
104,politics,"Code names, ""the quickest"" jet skis and a ""straw man"": Inside the FBI's seizure of a Russian superyacht","American officials had not yet been cleared to take the Russian-owned superyacht Amadea from Fiji when agents from the FBI, the U.S. Marshals Service and the Diplomatic Security Service boarded it earlier this month. Documents obtained by CBS News offer new details on the FBI's investigation into the yacht, as well as the moments after authorities boarded the Amadea."
105,politics,Russia Sends Most Advanced Tanks to Ukraine in Bid to Turn the Tide of War,Tanks have been sent to the frontline after being blessed by a local archbishop.
106,politics,Chuck Schumer Demands Fox News Stop Amplifying ‘Far-Right Conspiracy Theories’ Following Buffalo Shooting,"Click here to read the full article. Senate majority leader Chuck Schumer has demanded that Fox News “cease all dissemination of false white nationalist, far-right conspiracy theories” in a letter sent to the network’s leaders and owner Rupert Murdoch.
In the document, published by The New York Times on Tuesday, Schumer cites an alarming statistic measured by AP, indicating that “nearly one third of American adults believe that a group of people is trying to replace native-born Americans with immigrants for electoral gains.” Schumer also cites that viewers of Fox News are three times as likely to believe the theory, with..."
107,politics,Chuck Schumer Sends Letter To Rupert Murdoch Calling For End To Amplification Of “Great Replacement Theory”,"Click here to read the full article. Senate Majority Leader Chuck Schumer called on Rupert Murdoch and other top executives of Fox Corp. and Fox News to stop the “reckless amplification” of the “great replacement theory” by some of the news channel’s hosts.
The letter came following the deadly shooting rampage in Buffalo, NY, over the weekend, in which 10 people were killed. The alleged shooter had, according to a manifesto posted online, been an adherent of the “replacement theory,” or the belief that elites are trying to replace native-born Americans with non-white immigrants for political gain.
“For years, these types of..."
108,politics,"US takes control of Afghan embassy, consulates in NY, CA","WASHINGTON (AP) — The United States has taken control of Afghanistan’s embassy in Washington and the country’s consulates in New York and Beverly Hills, California, the State Department said Tuesday. The State Department said that it had assumed “sole responsibility” for the security and maintenance of the..."
109,politics,Early voting data shows Republicans making inroads with unaffiliated North Carolina voters,"(The Center Square) — Early voting data in North Carolina is showing a strong interest in Tuesday’s primary and signaling a shift in voter preference that’s expected to bode well for Republicans come November. Data from the North Carolina Board of Elections shows 577,232 voters cast ballots..."
110,politics,White supremacists are convicted of training for a civil war in Michigan,"Three members of a militant white supremacist group were the first in Michigan to be convicted of conspiring to train with firearms for a civil war, state Attorney General Dana Nessel announced Tuesday. The men belong to The Base, a pro-Hitler movement that advocates a race war against non-white people..."
111,politics,Putin invaded Ukraine hoping to stop NATO expanding. He is achieving the opposite.,"Russia's president railed against countries he sees as Russian satellites joining the alliance. By invading Ukraine, he made that problem worse."
112,politics,The scary reason this newspaper couldn’t bring itself to endorse any Republicans,"CNN — Newspaper editorial boards tend to lean liberal, generally backing Democratic candidates for high-profile offices like president, Senate and governor. So at first glance, the fact that the Philadelphia Inquirer’s editorial board didn’t endorse a single Republican ahead of Tuesday’s primaries in the Keystone State isn’t terribly surprising."
113,politics,"Siege of Mariupol over as Russia says Ukraine's holdout forces from steelworks have ""surrendered""","Efforts were underway Tuesday to evacuate the last of the Ukrainian forces who spent weeks holed-up inside the Azovstal steel plant in the ruined port city of Mariupol. Ukrainian officials said the fighters had ""completed their mission"" and there was no way the country's forces could free the plant from Russia's grasp by military means."
114,politics,"Dr. Oz’s Bid To Be Republican Nominee In PA Senate Race Too Close To Call, Looks Headed To Recount","Click here to read the full article. Despite a stamp of support from former president and fellow TV personality Donald Trump, celebrity-doctor-turned U.S. Senate hopeful Dr. Mehmet Oz failed tonight to clinch the Republican nomination for the U.S. Senate seat currently held by retiring GOP Sen. Pat Toomey. 
Oz and former hedge fund executive Dave McCormick are the two front runners in the race, which continues to be in too close to call, with McCormick clocking in at 31.2% of the vote and Oz at 31.1% as of 9 p.m. PT, according to the Washington Post. Under Pennsylvania law, any..."
115,politics,How Putin’s war in Ukraine backfired and fueled NATO’s Nordic expansion,"Things have not gone to plan for Vladimir Putin. In December, the Russian president demanded that Ukraine ditch its bid to join NATO, the Transatlantic military alliance founded after WWII to counter the power of the Soviet Union, and that NATO forces retreat from Russia’s western flank. Instead, with..."
116,politics,'The stakes here are now massive': Turkey is threatening to block NATO membership for Sweden and Finland,"Turkey's Erdogan has doubled down on his opposition to Sweden and Finland joining the NATO alliance, in a move some analysts say is aimed at gaining concessions. NATO ascension for a new member state requires consensus approval from all existing members. Turkey, which joined the alliance in 1952, is a..."
117,politics,Greg Abbott Backs Immigrant School Policy That Helped Turn California Blue,"""The legacy of Prop187 was to create a generational voting bloc of Latinos against the Republican Party that would not normally happen."""
118,politics,Mitch McConnell condemns racism as 'abhorrent' but sidesteps questions about 'great replacement theory',Insider asked McConnell if he believes Democrats are seeking to change the electorate through immigration. He pivoted to talking about Title 42.
119,politics,Pelosi warns baby formula shortage could trigger indictments,WASHINGTON — House Speaker Nancy Pelosi suggested in frustration Tuesday that indictments could be handed down in the nationwide baby formula shortage after the dust settles. “I think that when all of this is done — I’m not associating my colleagues with what I’m going to say right now;...
120,politics,Takeaways from Tuesday's primaries,"Primaries were held Tuesday in five states, with former President Trump's high-profile endorsements had mixed results on Tuesday night and Republicans advancing candidates who questioned the eleciton results. Here are some of the takeaways from Tuesday's contests:. How did Trump do?. Former President Trump's candidates had mixed results on Tuesday..."
121,politics,Gas War: Republican States Sue EPA Over Californian Standards,"Last week, a group of Republican attorneys general decided to sue the Environmental Protection Agency (EPA) over its decision to reinstate the waiver allowing California to set its own limitations on exhaust gasses and zero-emission vehicle mandates that would exceed federal standards. The agency approved the waiver after it had..."
122,politics,Teacher Can Avoid Using Students' Pronouns Due to Religious Beliefs: Judge,The ruling was made by a Kansas judge appointed by Donald Trump and also blocks a district rule barring faculty from outing trans students to their families.
123,politics,"1,140 Russian Soldiers Who Committed Crimes Against Ukraine Civilians Identified By SSU","Ukrainian authorities on Tuesday announced they have identified more than 1,000 Russian soldiers who committed crimes against civilians, including rape, amid the ongoing war. In a report published on the website of the Security Service of Ukraine, authorities said they have identified the names of 1,140 Russian troops who committed atrocities during the war. One of them was Bulat Lenarovych Fassakhov, a 20-year-old soldier who is accused of violating the customs of war."
124,politics,"Trial revelations show ex-Clinton campaign lawyer, others wanted 'October surprise' to sink Trump","The latest revelations in the trial of Clinton-connected attorney Michael Sussmann, who is charged with one count of lying to the FBI, show the overall intent of the onetime Perkins-Coie litigator and other related individuals was to create an ""October surprise"" to tank Donald Trump's 2016 presidential bid, Rep. Jim Jordan said on Tuesday."
125,politics,Virginia Democrat says protests outside of justices' homes 'will almost certainly have the opposite effect',"Jeffrey C. McKay, a Democrat from Virginia on the Fairfax County Board of Supervisors, argued in a Washington Post opinion piece on Monday that protesting outside private homes ""will almost certainly have the opposite effect"" of what the protesters want. The local Virginia Democrat argued that ""the most appropriate venue..."
126,politics,"No winner yet in Pennsylvania's hot U.S. Senate Republican primary, key midterm matchup","PHILADELPHIA, May 18 (Reuters) - Pennsylvania's hotly contested U.S. Senate Republican primary between TV personality Dr. Mehmet Oz and former hedge fund executive David McCormick was still undecided on Wednesday, after a technical error delayed the counting of thousands of ballots. Oz, whose candidacy was propelled by a late endorsement..."
127,politics,Russia Secretly Mobilizing Military as Kremlin Fears Conscription Backlash,"Senior defense expert Glen Grant told Newsweek that Russia ""is mobilizing but not saying it is mobilizing."""
128,politics,Pennsylvania billionaire pumps $18M of his own money into contentious primary,"A Pennsylvania billionaire has put millions of his own fortune behind key candidates in both political parties, according to reports. Jeffrey Yass is one of the wealthiest men in Pennsylvania, having made his fortune by parlaying gambling winnings into his wildly successful stock trading company, Susquehanna International Group. He has also dumped a combined $18 million into Pennsylvania primaries, according to a report by the Pittsburgh Post-Gazette."
129,politics,U.S. sues casino mogul Steve Wynn over relationship with China during Trump administration,The Justice Department is suing Las Vegas casino mogul Steve Wynn to compel him to register as a foreign agent because of lobbying work he performed at the behest of the Chinese government.
130,politics,"Federal Judge Says Crypto Anonymity a Myth as US Authorities Charge American in $10,000,000 Sanction Evasion","The Justice Department is charging an unnamed American citizen with using crypto assets to evade sanctions in what is believed to be the first case of its kind. According to an opinion written by the federal judge presiding over the case, Zia M. Faruqui, the idea of crypto’s anonymity is a myth, contrary to what some aspiring bad actors may believe."
131,politics,"Half of Joe Biden's Twitter Followers Are Fake, Audit Reveals","Billionaire Elon Musk has claimed that 20 percent of Twitter users are ""spam/fake accounts"" amid his ongoing takeover bid."
132,politics,Russian prosecutions of Azov fighters could breach Geneva conventions,Analysis: prisoners of war are protected under treaties unless accused of war crimes
133,politics,Federal Judge Hires Just ONE Woman Law Clerk In 30+ Years... Insists THERE'S NOTHING TO SEE HERE,"You’d think that over the course of 30 years and hiring more than 70 law school graduates to serve as your law clerk that you’d have a wide variety of folks from all manner of different (though still elite, natch) backgrounds. Well, let me introduce you to D.C. Circuit Judge Karen L. Henderson."
134,politics,"Chuck Schumer rejects Tucker Carlson's invitation to debate him, citing Fox and Carlson's promotion of the racist 'replacement theory'",Schumer referred to a New York Times investigation that found Carlson promoted elements of the white supremacist theory in more than 400 episodes.
135,politics,"Disney's 'on probation' amid DeSantis' idea to repeal Reedy Creek Improvement Act, official warns","Florida Chief Financial Officer Jimmy Patronis warned Tuesday that Disney is ""on probation"" as Gov. Ron DeSantis and some Republican state legislators have surfaced the idea of repealing the Reedy Creek Improvement Act (RCIA). ""[Disney’s] on probation…If they color outside the lines, then there’ll probably be more questions of what..."
136,politics,"After Buffalo, saving the GOP means leaving the GOP","I’ve been a political conservative most of my life, having worked for two Republican presidents and for a GOP-controlled Congress. In the wake of the mass shooting in Buffalo on Saturday, it’s become glaringly obvious that my party no longer represents conservative values but in fact poses a threat to them — and to America."
137,politics,"Chance discovery in archives may resolve fate of U.S. airman who went missing in WWII: ""We never leave a person behind""","The remains of an American airman who went missing in action in World War II may finally be on their way home, thanks to a chance discovery of records in flood-threatened archives in Thailand. U.S. and local authorities held a solemn ceremony Wednesday at an air base in eastern Thailand..."
138,politics,"Tennessee daycare workers overdosed children with 10 times legal amount of sleep hormone, lawyer says","Four daycare workers who were charged earlier this month with overdosing children under their care were giving them up to 10 times the legal limit of the hormone melatonin to make them sleep longer, according to a report. Jaime Clark, 45, Kristin Clark, 22, and Jordan Darnell, 22, of now-closed..."
139,politics,Court hearing for Oath Keepers in seditious conspiracy case,The House committee investigating the January 6th insurrection held a court hearing in the seditious conspiracy case against members of the far-right Oath Keepers group. This comes ahead of public committee hearings slated to begin on June 9. CBS News congressional correspondent Scott MacFarlane joins Elaine Quijano on CBS News to discuss.
140,politics,"Grand jury says Baker woman filed false tax returns for herself, others","A federal grand jury has handed up an indictment alleging a Baker woman routinely prepared false income tax returns for herself and others from 2015 to 2018, the U.S. Attorney's office said Tuesday. For part of the time, the prosecutors said, Bridget Rogers White, 47, helped others prepare false returns..."
141,politics,‘Squad’ members introduce resolution calling Israel’s founding ‘catastrophe’,"Members of the “Squad” of far-left House lawmakers have called on the US government to describe the events surrounding Israel’s founding with the Palestinian term “Nakba,” an Arabic word meaning “catastrophe.”

The resolution, authored by Rep. Rashida Tlaib (D-Mich.), the daughter of Palestinian immigrants, was submitted nearly two weeks after Israel celebrated its independence day and one day after the anniversary of the Jewish state’s 1948 war of independence. 

The measure demands the US “commemorate the Nakba through official recognition and remembrance,” while claiming that the word also refers to “an ongoing process of Israel’s expropriation of Palestinian land and its..."
142,politics,Tight Pennsylvania GOP Senate race,"HARRISBURG — Donald Trump’s Pennsylvania Senate pick was locked in an exceedingly close contest early today.
				Mehmet Oz,"
143,politics,"Albania's Soviet-era sub awaits its fate, refusing to sink","Retired sergeant Neim Shehaj spends his days repairing a Soviet-era submarine, a witness to Albania's tumultuous communist past that is now rusting, half-submerged, at an Adriatic naval base. ""From there I could control the Mediterranean to Gibraltar,"" retired submarine commander Jak Gjergji recalls Soviet leader Nikita Khrushchev as saying in 1959 during a visit to the base."
144,politics,Russian negotiator says Ukraine's Azov fighters 'don't deserve to live',May 17 (Reuters) - A Russian lawmaker taking part in peace talks with Kyiv said on Tuesday that Russia should consider the death penalty for what he called nationalist fighters from Ukraine's Azov regiment. In a debate in the lower house of Russia's parliament after the defenders of Ukraine's Azovstal...
145,politics,NASA's Bill Nelson declares that China has become 'good at stealing',"If you can't beat them, steal their game. This seems to be what NASA Administrator Bill Nelson thinks about China's space program, since he broke the ice during a low-key House Appropriations Committee hearing by telling the world how he really feels about the growing competition in space ventures between the U.S. and China."
146,politics,Pelosi says 'indictment' might be needed over baby formula shortage,"House Speaker Nancy Pelosi suggested Tuesday that criminal charges could be brought over the ongoing baby formula shortage in the U.S., saying that an ""indictment"" might be needed once investigations into what caused the crisis have concluded. Pelosi raised the possibility of prosecution during a press conference with fellow Democrats,..."
147,politics,UK deportation flight to Jamaica takes off with seven onboard,"Home Office initially had 100 people on list of Jamaican nationals to be removed, say reports"
148,politics,Judge mulls prospect of collision between Jan. 6 committee report and Oath Keepers trial,"The seditious conspiracy trial is slated to begin Sept. 26, and the committee is eyeing a September release of its final report."
149,politics,Tom Cruise’s Top Gun 2 jet was followed by Chinese satellite,"Top Gun: Maverick is finally roaring into movie theatres on May 27, 2022, after over 30 years of waiting since the first movie, plus the additional delays since filming wrapped. And technology has certainly moved on since the mid-80s – not just in terms of Hollywood movie-making, but also with the actual fighter jets themselves."
150,politics,Authorities discover narco-tunnel on U.S.-Mexico border,"MEXICO CITY, May 17 (Reuters) - U.S. anti-narcotics agents have discovered a drug-smugglers' tunnel running under the U.S.-Mexico border and equipped with a rail track, electricity and ventilation system, the U.S. Department of Justice said. The so-called ""narco-tunnel"" led from the Mexican city of Tijuana to a warehouse 300 feet..."
151,politics,Russia-Ukraine war: what we know on day 84 of the invasion,Kremlin says 694 Ukrainian fighters from Azovstal plant have surrendered; UK says Russia facing ‘resourcing problems’
152,politics,"GOP Sen. Ron Johnson denies he's heard of ""great replacement"" while espousing replacement theory","Last month, Sen. Ron Johnson, R-Wisc., went on Fox News to deliver a diatribe about the apparent ills of open borders, a policy that President Biden has never supported but was nevertheless cited by the senator as an attempt to ""remake the demographics of America."" But now, in the wake..."
153,politics,Russia Accuses U.S. of Blocking Peace Deal So War Kills More Russians,Russian Foreign Minister Sergey Lavrov said the U.S. and U.K. are prolonging the war in Ukraine in order to inflict damage on Russia's military.
154,politics,"Florida Governor Ron DeSantis signs bill banning ""picketing and protesting"" outside a private residence","Florida Governor Ron DeSantis signed a bill Monday that prohibits ""picketing and protesting"" outside someone's private residence. The news comes following a wave of protests over abortion rights, many of which have taken place outside lawmakers' communities and homes. The law makes it a second-degree misdemeanor to protest in a..."
155,politics,State Dept pushing to see Griner; NBA Commissioner weighs in,"The State Department said Tuesday that it still pushing to have regular contact with WNBA star Brittney Griner of the Phoenix Mercury, who has been detained in Russia for nearly three months. A consular official was able to meet with Griner last week, when her pre-trial detention in Russia was..."
156,politics,"With Sweden and Finland, NATO wouldn't just get bigger. The alliance would also get a firepower boost","Sweden and Finland bring a lot to NATO militarily – in the air, on land, at sea, and in the intelligence domain."
157,politics,Rep. Madison Cawthorn loses N.C. GOP House primary,"North Carolina state Sen. Chuck Edwards defeated Rep. Madison Cawthorn to win the Republican nomination for the state's 11th congressional district on Tuesday, according to a Cawthorn campaign spokesperson who said the congressman called Edwards and conceded the race. Why it matters: Cawthorn's loss comes after an avalanche of scandals..."
158,politics,Asylum-seekers sleeping on street as migrant shelters fill up,"Juarez officials estimate some 15,000 migrants are now in their city waiting for the U.S. to roll back Title 42 on May 23 so they can apply for asylum."
159,politics,Lauren Boebert under fire for attacking companies offering to cover travel expenses for out-of-state abortions," Right-wing congresswoman Lauren Boebert has come under fire for criticising companies that have offered to help cover employees’ travel costs for abortion procedures. “Anyone else consider that these companies suddenly offering to pay for employee abortions are doing so just to avoid paying maternity leave?” the Republican from Colorado tweeted on Monday.“Cheaper to kill the baby … true evil personified.”In response to a leaked draft opinion earlier this month which indicated the Supreme Court was set to overturn Roe v Wade, a number of executives in the boardrooms of major American companies have issued statements that expresses their commitment..."
160,politics,Pennsylvania Senate GOP primary too close too call for Dr. Oz,"Dr. Mehmet Oz was in an extremely tight race with David McCormick in Pennsylvania’s Republican US Senate primary late Tuesday night in one of the most closely watched nominating contests of this election cycle.

With about 94% of the vote counted, McCormick led by a razor thin margin with 31.4% compared to Oz’s 31.1% at around 11:30 p.m. Insurgent candidate Kathy Barnette was in third place with 24.5% of the vote.

A final tally with the leader ahead by less than 0.5% would trigger an automatic recount.

Oz, who has Donald Trump’s endorsement, would be the nation’s first Muslim senator, while Barnette would..."
161,politics,Putin says Sweden and Finland joining NATO and breaking with decades of neutrality is fine after all. ‘No problems’,"Sign up for the Fortune Features email list so you don’t miss our biggest features, exclusive interviews, and investigations. Russian president Vladimir Putin once said that any more countries on Russia’s doorstep joining the North Atlantic Treaty Organization (NATO) constituted a threat to Russia, and would provoke “military and political consequences.”"
162,politics,Kathy Barnette's Senate campaign fizzles out,"Kathy Barnette's Senate candidacy fizzled out on Tuesday, appearing headed to a third place finish behind Trump-backed Dr. Oz and hedge fund CEO Dave McCormick. Between the lines: The Oz-McCormick race was too close to call as of 11:00pm ET on Tuesday. Why it matters: The longshot candidate surged in..."
163,politics,U.S. Justice Dept Requests Jan 6 Committee Transcripts -panel Chair,"The U.S. Department of Justice asked the House of Representatives committee investigating last year's attack on the U.S. Capitol to turn over some transcripts from interviews conducted as part of its probe, the panel's chairman said on Tuesday. Democratic Representative Bennie Thompson told reporters that the department had asked for..."
164,politics,"North Carolina Senate Primary Election Results: Budd, Beasley win","U.S. Rep. Ted Budd, the Republican endorsed by former President Donald Trump, will face Democrat Cheri Beasley, the former chief justice of the North Carolina Supreme Court, in November, NBC News projects. How are votes in North Carolina cast?. Some states and some individual counties provide results broken down by..."
165,politics,Philippines' Marcos Wants China Ties To 'Shift To Higher Gear' Under His Presidency,"Philippines president-elect Ferdinand Marcos Jr on Wednesday said his country's ties with China will expand and ""shift to a higher gear"" when he takes power, signalling intent to advance outgoing leader Rodrigo Duterte's pro-Beijing agenda. Marcos, who won last week's election by a landslide, said he held ""very substantial"" talks..."
166,politics,Missile strikes push Russian-speaking Odesa’s allegiance toward Ukraine,"ODESA, Ukraine — Viktoria Sibir remembered when she was called a Nazi for painting the words “Slava Ukraini,” or “Glory to Ukraine,” on her balcony, which overlooked Derybasivska Street, a pedestrian walkway that meanders through the heart of this port city. A popular vacation spot..."
167,politics,John Legend Compares Overturning Roe to Implementing The Handmaid's Tale Into Law: 'We Have to Fight',"John Legend is taking a stand in support of reproductive rights. In a new interview with The Guardian published Monday, the 43-year-old ""All of Me"" singer shared his thoughts on the recently leaked opinion draft indicating most SCOTUS justices are expected to vote to overturn Roe v. Wade, which guarantees the right to abortion, next month."
168,politics,Fox News Host Mark Levin Proudly Stokes 'Great Replacement Theory',"The right-wing personality said the fiction that immigrants are replacing white Americans is ""indeed a policy of the Democrat Party."""
169,politics,Stephen Colbert Spots 'Creepiest Political Promise' Dr. Oz Made Just Before Vote,The TV personality-turned-pol made a weird vow the night before the primary.
170,politics,DeSantis faces pushback with yet another divisive appointment,"Gov. Ron DeSantis has made countless controversial decisions over his first term in Tallahassee, but among the most glaring are the Florida Republican’s personnel appointments. The ambitious governor chose Dr. Joseph Ladapo to serve as Florida’s surgeon general, for example, despite the doctor’s bizarre and potentially dangerous ideas. Soon..."
171,politics,BLM used donations to lobby Congress to impeach Trump,"Black Lives Matter spent more than $1.2 million on lobbying members of Congress, with part of that cash going to efforts to impeach former President Donald Trump, public filings show.

In its first disclosures to the IRS Monday, Black Lives Matter Global Network Foundation spent $1,261,901 in fiscal 2020 to “advance racial justice policies” and to “lobby members of congress to vote in favor of impeachment.”

Trump was impeached for a second time in January 2021 in a largely party-line vote that saw a handful of Republicans join Democrats to blame the outgoing commander-in-chief for sparking the siege on the US Capitol.

Charities..."
172,politics,Did Dr. Oz or Dave McCormick Win Pennsylvania Senate Race? Latest,The Trump-backed TV star and the former hedge fund manager are still neck and neck in the GOP primary.
173,politics,"South Carolina governor signs transgender sports bill, competition based on birth certificate","South Carolina’s Gov. Henry McMaster on Monday signed a bill that would require transgender students to compete in sports based on the gender specified on their birth certificate. ""I think the girls ought to play girls and the boys ought to play boys,"" McMaster said earlier this month. When..."
174,politics,Trump Russia adviser Fiona Hill recalls dinner with ‘bizarre’ smelling Putin,"A former US National Security Council official has described an odd dinner encounter with Russian President Vladimir Putin — who smelled “almost like he had stepped out of some special preparatory bath.”

Fiona Hill, who served as an adviser on Russia under then-President Donald Trump, dished on the strongman during a recent sit-down with the BBC Sounds’ “Desert Island Discs” show.

“Now, this sounds really bizarre, but I could smell that he was freshly laundered,” she said. “He wasn’t wearing cologne, but it was almost like he had stepped out of some special preparatory bath or something, into the moment.

“He was just all..."
175,politics,Trump promises to depress readers with big lie book: ‘I don’t think you’ll enjoy it’,Former president trumpets work in progress on his false claims about electoral fraud in 2020
176,politics,South Carolina governor signs transgender sports ban,"May 17 (Reuters) - South Carolina Governor Henry McMaster this week signed a bill banning transgender athletes from playing school sports that match their gender identity, joining a number of Republican-led states that have enacted similar laws this year. The ""Save Women's Sports Act"" first cleared the state's House of..."
177,politics,"SCOTUS rules 5-4 against illegal immigrant seeking to avoid deportation, Gorsuch writes dissent","The U.S. Supreme Court voted 5-4 on Monday to uphold a federal appellate court ruling against a man who sought to prevent his deportation after being in the United States illegally since the 1990s. Pankajkumar Patel, who entered the U.S. illegally from India with his wife Jyotsnaben three decades ago,..."
