,categories,headers,contents
86,politics,Mexico says major rail project will bypass Texas as payback for Abbott slowing border trade,A top Mexican official said her country will cut Texas out of a railway connection worth billions of dollars after Gov. Greg Abbott slowed border trade to a crawl last month as part of his immigration crackdown. Mexican Economy Minister Tatiana Clouthier said a project called the T-MEC Corridor connecting...
87,politics,Biden races to achieve the near-impossible: A permanent point man on guns,The Senate has only ever confirmed one ATF director. The White House is hoping Steve Dettelbach will change that — but several Democrats are undecided.
88,politics,The Billionaire Running for US Senate to Ban Elon Musk’s Self-Driving Cars,California Senate candidate Dan O’Dowd will not talk about taxes. Or homelessness. Or climate change. Or inflation. Or housing. Or jobs. All he will talk about is how much he hates Tesla’s self-driving cars and the existential threat computers pose to humanity. “My issue is more important than...
89,politics,"Minnesota’s “MyPillow Guy” Banned From Twitter Again, Forever","Mike Lindell, famous for his MyPillow has built a fortune selling his pillows. Unfortunately, he's spent a good amount of that fortune pushing ""The Big Lie"". According to kare11.com,Twitter first threw Lindell off it's platform back in January of 2021 for perpetuating the baseless claim that the 2020 election was stolen from Trump. He keeps saying that the real proof is coming soon but never does. Twitter had had enough and banned him due to repeated violations of it's civic integrity policy."
90,politics,"U.S. Can't Confirm Top Russian General Wounded During Donbas Visit, U.S. Official Says","WASHINGTON (Reuters) - The United States believes that the Russian military's Chief of the General Staff, Valery Gerasimov, visited Ukraine's Donbas region last week but cannot confirm media reports that he was wounded during fighting, a U.S. defense official said on Monday. ""We can confirm he was in the Donbas,""..."
91,politics,Fed to fight inflation with fastest rate hikes in decades,"WASHINGTON (AP) — The Federal Reserve is poised this week to accelerate its most drastic steps in three decades to attack inflation by making it costlier to borrow — for a car, a home, a business deal, a credit card purchase — all of which will compound Americans’ financial strains and likely weaken the economy."
92,politics,Biden restores celebration of Eid al-Fitr at White House,"WASHINGTON (AP) — President Joe Biden celebrated Eid al-Fitr on Monday, restoring celebrations of the Muslim holiday marking the end of Ramadan at the White House after his predecessor scrapped them. Muslims around the world typically abstain from food and drink from sunrise to sunset during Ramadan. Its end..."
93,politics,"In DeSantis’ Florida, California meets its match","THE BUZZ — GUNS, ABORTION AND DISNEY: Red states are ratcheting up tension over social issues, and California is eager to enter the fray. As leaders of the wealthiest and most populous state in the country, California Democrats have a tendency to position themselves as national defenders of liberal values. And this year, with the party facing tough midterms and red-state officials cracking down on LGBTQ rights, abortion access and discussions of race and inequality in the classroom, the Golden State is not pulling any punches."
94,politics,The Supreme Court hands the Christian right a victory it actually deserved to win,"The Supreme Court, in an increasingly familiar development, handed a victory to a Christian conservative organization on Monday. The Court’s decision in Shurtleff v. Boston establishes that this organization, Camp Constitution, should have been allowed to fly a Christian-identified flag from a flagpole outside Boston’s city hall. But..."
95,politics,"Russian rail bridge blown up near Ukraine border, official calls it ‘sabotage’","Russian crews reportedly are working Monday to repair a rail bridge near the country’s border with Ukraine that was blown up over the weekend in what a local governor is claiming was an act of ""sabotage."" Officials didn’t specify the significance of the bridge for the war, but it..."
96,politics,Arizona GOP Senate frontrunner loses lead amid air assault,Trump has criticized state Attorney General Mark Brnovich for declining to overturn the 2020 election results.
97,politics,Trumpworld braces for ‘a couple of ugly nights’ in May,The upcoming stretch of primaries could put a serious dent in the Trump brand.
98,politics,How a Tiny Solar Company in California Might Convince Biden To Sabotage America's Whole Solar Industry,"A tiny solar panel manufacturing firm with outsized political clout is poised to wreak havoc on the entire American solar energy industry. And the White House, which at least theoretically supports expanding America's green energy industries, might just go along with the madness. It's a tricky situation for President Joe Biden to navigate, one that requires choosing between two of his top policy priorities: industrial protectionism and combatting climate change."
99,politics,Sanctions will not be lifted until Russia signs peace deal with Ukraine -Germany's Scholz,"BERLIN, May 2 (Reuters) - The sanctions imposed on Russia in response to its invasion of Ukraine will not be lifted until Moscow reaches a peace agreement with Ukraine, German Chancellor Olaf Scholz said, adding that it was for Ukraine to determine the peace terms. Scholz, in an interview broadcast..."
100,politics,Lawmakers outraged over Meta’s 'open borders' data systems,"Lawmakers in both the U.S. and EU are grappling with the realization that Meta might not be able to comply with user data regulations, even if the company wanted to do so. In a leaked internal document published by Motherboard last week, Facebook privacy engineers wrote that there are “tens-of-thousands of uncontrolled data ingestion points into Ads systems.” The document, which was written in 2021, likened Facebook’s open-data systems to ink poured in a lake of water. “How do you put that ink back in the bottle?” the engineers ask, in what is seemingly a concession that the company can’t trace some user data accessible to third parties."
101,politics,"House probe of Capitol riot asks GOP Reps. Ronny Jackson, Mo Brooks and Andy Biggs to cooperate","The House select committee investigating the Jan. 6 Capitol riot sent letters Monday asking three Republican lawmakers to cooperate with the panel and share what they know about the deadly attack. The committee said it is seeking information from GOP Reps. Ronny Jackson of Texas, Andy Biggs of Arizona and..."
102,politics,3 pro-Trump GOP lawmakers reject Jan. 6 committee's requests for testimony,"Reps. Andy Biggs (R-Ariz.), Ronny Jackson (R-Texas) and Mo Brooks (R-Ala.) all voted to object to certifying the former president's loss to Joe Biden."
103,politics,Russia's war escalates in eastern Ukraine even as Mariupol ceasefire enables evacuations from Azovstal steel plant,"Bakhmut, Ukraine — The evacuation of civilians who've spent two months holed up in tunnels under a sprawling steelworks in the besieged southeast Ukrainian city of Mariupol resumed on Monday. About 100 of the estimated 1,000 civilians who've been hiding out in the makeshift shelter during weeks of relentless Russian bombardment managed to escape on Sunday, officials said, and the ceasefire enabling those evacuations appeared to be holding."
104,politics,Southern U.S. states could face COVID-19 surge this summer,"Former White House COVID-19 response coordinator Dr. Deborah Birx says the South should prepare for a possible summer surge in cases. Meanwhile, experts continue tracking new subvariants of Omicron. Dr. Celine Gounder, senior fellow and editor-at-large for public health at the Kaiser Family Foundation and Kaiser Health News, joined CBS News to discuss the potential surge, vaccine efficacy and the many mutations of the virus."
105,politics,"U.S. can't confirm top Russian general wounded during Donbas visit, U.S. official says","WASHINGTON, May 2 (Reuters) - The United States believes that the Russian military's Chief of the General Staff, Valery Gerasimov, visited Ukraine's Donbas region last week but cannot confirm media reports that he was wounded during fighting, a U.S. defense official said on Monday. ""We can confirm he was in..."
106,politics,Pennsylvania House of Representatives passes package of bills that would reverse ban on fracking in Delaware River Basin,"Harrisburg, Pa.--The Pennsylvania House of Representatives Monday passed a package of legislation that would increase fossil fuel energy production in the state. This package of bills would significantly diminish the strength of the Delaware River Basin Compact (DRBC), an inter-state agreement between Pennsylvania, New Jersey, New York and Delaware which created a commission to oversee regulations in the Delaware River. It would also increase Pennsylvania’s power in voting within the commission."
107,politics,US Air Force sixth-generation fighter aircraft will cost twice that of an F-35,"U.S. Air Force's sixth-generation fighter aircraft could cost hundreds of millions of dollars per plane, Air Force Secretary Frank Kendall told members of Congress recently, Air Force Mag reported. The U.S. Air Force's F-22 Raptor was the world's first fifth-generation fighter aircraft to be put into service. However, when it..."
108,politics,Biden kicks off $3 billion plan to boost battery production for electric vehicles,"The Biden administration on Monday announced it will begin a $3.1 billion plan to boost domestic manufacturing of batteries, in a broader effort to shift the country away from gas-powered cars to electric vehicles. The funding will support grants aimed at building, retooling or expanding manufacturing of batteries and battery..."
109,politics,"Kyrsten Sinema nearly walked out on Biden last year during a heated exchange over his economic agenda, book says","Sinema feuded with Biden when he told other Dems about her demands to cap social spending at $1.1 trillion. ""Do you want me to leave?"" she asked."
110,politics,Texas Congressman Wants to Revoke ‘No-Fly Zone’ Over Disney Parks,"Texas Congressman Troy E. Nehls has begun a campaign to revoke the “No-fly Zones” over Disneyland and Walt Disney World. The politician tweeted today that he has sent letters to the Speaker of the House, Nancy Pelosi, and the US Secretary of Transportation, Pete Buttigieg, beseeching them to revoke the special designation."
111,politics,Ex-Defense secretary Esper claims in new book Trump asked about shooting protesters: report,Ex-Defense Secretary Mark Esper claims in a book that former President Donald Trump asked about shooting protesters outside the White House in 2020.
112,politics,Ukrainians attacked the command center of the Russian army,"The commander-in-chief of the Russian army, Valery Gerasimov, was wounded in Ukraine in an attack in which several high-ranking Russian officers were killed, Ukrainian media reported. Information about Gerasimov's wounding was transmitted by the German Bild, referring to Ukrainian officials. According to the adviser to the Ukrainian Minister of Internal..."
113,politics,The left no longer has any idea what ‘neutral’ even is,"With a completely straight face, Homeland Security Secretary Alejandro Mayorkas told CNN viewers that Nina Jankowicz, the chief of his  new Disinformation Governance Board, is “absolutely” politically neutral.

Right. And AOC is a Republican.

Look, Jankowicz might be “a renowned expert in the field of disinformation,” as Mayorkas protested when asked about complaints of her obvious bias, but that’s only because the whole academic “field” is a left-leaning crock. 

In fact, she’s a veteran disinfo spreader — from promoting the bogus Trump-Russia dossier to waging war on The Post’s 100% accurate reporting off Hunter Biden’s laptop. She was sure she was right, but that’s the problem: Like too many others, she’s lost all critical perspective. 

Democrats and progressives have rushed far left without realizing how few other Americans have joined them, as illustrated by the cartoon Elon Musk famously posted to Twitter last week. Worse, they then denounce those who haven’t gone along as extremists, racists, etc. It’s the pot calling the sugar bowl black.

The left, and all too many establishment liberals who’ve tried to keep up, no longer has any understanding of what the word “neutral” actually means."
114,politics,Russia-Ukraine war: What happened today (May 2),A roundup of key developments and the latest in-depth coverage of Russia's invasion of Ukraine.
115,politics,DOJ just took biggest step yet to counter GOP's anti-trans agenda,"The Department of Justice filed a lawsuit Friday seeking to block an Alabama law that prohibits gender-affirming care for transgender children. “All people, including transgender youth, deserve to be treated with dignity and respect,” the DOJ said in its complaint. “And the Fourteenth Amendment demands that Alabama not ‘deny to any person within its jurisdiction the equal protection of the laws.’”"
116,politics,"Ukrainians are pushing Russians back from Kharkiv, Pentagon says; evacuations continue from Mariupol","This has been CNBC's live blog covering updates on the war in Ukraine. Follow the latest updates here. The U.S. is rushing more arms to Ukraine as the country tries to fend off a renewed Russian assault on its eastern and southern regions. Meanwhile, a senior U.S. Defense official said..."
117,politics,McConnell Was Terrified of the Child Tax Credit Being Too Popular,"Because of course he was, it turns out that Republican Senate Minority Leader Mitch McConnell was “deeply concerned” about the expanded child tax credit included in last year’s COVID relief package proving to be too popular, according to a new book by New York Times reporters Jonathan Martin and Alex Burns."
118,politics,Gov. Ron DeSantis says he hopes to flip Florida to a solid red state with his reelection,"In a podcast interview aired Monday, Gov. Ron Desantis said a big win in November would mean Florida is no longer a swing state, but solid red."
119,politics,Greg Abbott's border stunt keeps harming Texas: Mexico reroutes trade to New Mexico,"Gov. Greg Abbott's days-long inspection of commercial trucks entering Texas from Mexico cost the state an estimated $4.2 billion in economic damage. The political fiasco also boosted business in Santa Teresa, New Mexico. When the lengthy inspections stalled commercial traffic, many trucks re-routed to the border crossing at Santa Teresa...."
120,politics,Joe Manchin made an ad for a Republican because of course he did,"West Virginia is losing a congressional seat, a situation that has two Republican incumbents going head-to-head in one of its two remaining districts. This weekend, Sen. Joe Manchin, D-W.Va., weighed in on the race in the most on-brand way possible. In a 30-second ad, Manchin reminds West Virginia’s voters that..."
121,politics,Harris negative for COVID-19 after taking antiviral pill,"WASHINGTON (AP) — Vice President Kamala Harris tested negative on Monday for COVID-19, six days after she tested positive for the virus, and has been cleared to return to the White House on Tuesday. Harris press secretary Kirsten Allen said Harris, who was prescribed the antiviral treatment Paxlovid last..."
122,politics,Mayorkas claims misinformation about new Biden admin disinformation board,"Homeland Security Secretary Alejandro Mayorkas defended the department’s newly created Disinformation Governance Board over the weekend, and denied criticisms that the board will police free speech. The Disinformation Governance Board has already received intense criticism, particularly from Republican politicians like Sen. Marco Rubio (R-FL), who blasted the board as..."
123,politics,Israel lashes out at Russia over Lavrov’s Nazism remarks,"TEL AVIV, Israel (AP) — Israel on Monday lashed out at Russia over “unforgivable” comments by its foreign minister about Nazism and antisemitism — including claims that Adolf Hitler was Jewish. Israel, which summoned the Russian ambassador in response, said the remarks blamed Jews for their own murder in the Holocaust."
124,politics,Israel Blasts Russian Minister Lavrov's Hitler Remarks—'Unforgivable',"""It is an unforgivable, scandalous statement, a terrible historical mistake, and we expect an apology,"" Israeli Foreign Minister Yair Lapid said."
125,politics,Report: Hundreds of USS George Washington sailors living aboard ship to be moved off,"Amidst a raft of suicides, other deaths, miserable living conditions and media scrutiny of the aircraft carrier George Washington in recent weeks, the ship’s commanding officer told the crew Thursday that 260 affected sailors will be moved off site as the ship wraps up years of maintenance in Newport News, Virginia, according to media reports."
126,politics,Dissolving Disney Government Creates 'Dire' Situation: Florida Lawmakers,"""Disney is not the one being punished by this bill,"" State Senator Victor Torres said about Governor Ron DeSantis's attack on Disney's self-governance district."
127,politics,"Russian boats sunk by Ukraine drone strikes, military officials report","Reports say the boats were sunk near Snake Island, the site where Ukrainians refused to surrender to a Russian warship in the early days of the war."
128,politics,Judge rejects RNC effort to block third party from sharing data with Jan. 6 committee,"The decision is a win for the committee, which is fighting other attempts to keep it from accessing documents and phone records for its investigation."
129,politics,"Disinformation board may be illegal and require vote of Congress, senator tells DHS","WASHINGTON — The Biden administration’s new Disinformation Governance Board may be illegal and subject to a vote in Congress, a Republican senator is warning Homeland Security Secretary Alejandro Mayorkas.

In a letter to Mayorkas Monday, Sen. Bill Hagerty (R-Tenn.) outlines a legal critique that could set in motion the board’s undoing — as the  White House sought to tamp down public concern about the Big Brother-like panel and its controversial head, who has her own past of spreading disinformation.

Hagerty wrote that the board may violate the Antideficiency Act, which says the executive branch can’t spend money unless Congress authorizes it,..."
130,politics,North Korea fires ballistic missile in latest show of force,"North Korea fired a ballistic missile Wednesday, Seoul said, a week after Kim Jong Un vowed to boost Pyongyang's nuclear arsenal and just days before the South inaugurates a new, hawkish president. The Wednesday test comes days before the May 10 inauguration of South Korea's President-elect Yoon Suk-yeol, who has vowed to take a hard line with North Korea and ramp-up security cooperation with the US after years of failed diplomacy."
131,politics,"Supreme Court, governor decline to stop Missouri execution","The U.S. Supreme Court on Monday declined to halt the upcoming execution of Missouri inmate Carman Deck, and Republican Gov. Mike Parson said he will not grant clemency.Deck, 56, is scheduled to die by injection at 6 p.m. Tuesday at the state prison in Bonne Terre for killing a couple while robbing their rural home in July 1996.""Mr. Deck has received due process, and three separate juries of his peers have recommended sentences of death for the brutal murders he committed,” Parson said in a statement. “The State of Missouri will carry out Mr. Deck’s sentence according to the Court’s..."
132,politics,Senator Bob Menendez says ‘real concern’ Ukrainian military success could increase chance Putin will turn to nukes,"Senate Foreign Relations Committee Chairman Bob Menendez warned that Ukraine’s continued military success against Russia’s invasion could increase the chance that Vladimir Putin could turn to nuclear weapons or other weapons of mass destruction.Although Mr Putin and his advisers had reportedly expected Russia’s military to quickly overwhelm Ukrainian defence forces, Nato officials now estimate roughly 40,000 Russian soldiers have been killed, wounded, or captured since the invasion began in late February.Speaking to anchor Bret Baier on Fox News Sunday, Mr Menendez, a New Jersey Democrat, said he fears Mr Putin could turn to nuclear weapons to maintain his own standing..."
133,politics,Boris Johnson to evoke Churchill as he tells Ukrainian parliament this is country’s ‘finest hour’,"Boris Johnson will evoke Britain’s struggle with Nazi Germany as he tells Ukraine’s parliament that their country’s resistance of Russian invasion is its “finest hour”.The prime minister will be the first western leader to address the Verkhovna Rada in Kyiv by video link, almost two months after president Volodymyr Zelensky gave his own message to the House of Commons.Mr Johnson will say that the UK is “proud to be among Ukraine’s friends” and will announce a new £300m package of defensive military aid, including electronic warfare kit, a counter-battery radar system, GPS jamming equipment and thousands of night-vision devices.In his live..."
134,politics,Dr. Jill Biden Discusses the Power of Fashion at the “In America: An Anthology of Fashion” Press Preview,"Dr. Jill Biden made a surprise appearance at this morning’s press preview for the Costume Institute’s “In America: An Anthology of Fashion” exhibition. The first lady joined a roster of Metropolitan Museum of Art executives and curators, and Eva Chen of Instagram, the sponsor of the two-part “In America” show marking the 75th anniversary of the Costume Institute, to discuss the power of fashion. Even before her husband assumed office, Dr. Biden has used clothing to communicate, be it the Stuart Weitzman boots that read “Vote” on the side that she sported or the campaign trail or the Gabriela Hearst dress she wore to the inauguration ball embroidered with federal flowers from every state and territory of the US."
135,politics,Utah Sen. Mitt Romney wears a hat to avoid harassment from Trump supporters in Palm Beach,"SALT LAKE CITY — Sen. Mitt Romney apparently tries to disguise himself when vacationing in Palm Beach, Florida, to avoid harassment from supporters of former President Donald Trump. New York Times reporters Jonathan Martin and Alex Burns write in their new book ""This Will Not Pass: Trump, Biden, and..."
136,politics,It's Time To Abolish the Electoral College | Opinion,The electoral college is just one of those things that stands in the way of progress.
137,politics,Former Adventureland Rides Manager Gave Startling Report to Iowa Officials,"An interview between a former rides manager at Adventureland Park and the Iowa Division of Labor is getting a lot of attention. During a 2021 phone interview obtained by the Des Moines Register, former rides manager Melvin McCollum said those responsible for maintenance on several amusements at the Altoona theme parking were ""using duct tape and bubble gum basically to keep those rides afloat."""
138,politics,Jared Kushner Isn't Taking Down Trump With Book's White House Revelations,"The publisher says the upcoming memoir by Trump's son-in-law and former adviser will not be used ""to settle scores."""
139,politics,"Herschel Walker, other candidates test skipping debates","ATLANTA (AP) — Herschel Walker is expected to skip a second debate against his Republican rivals for a crucial U.S. Senate seat on Tuesday after missing the first one. Ted Budd has skipped four Republican primary debates in his bid for a U.S. Senate seat in North Carolina. GOP candidates for governor in Ohio, Nevada and Nebraska also have refused to engage with their opponents from the debate podium."
140,politics,"Amid tensions on Earth, the United States claims that 'conflict in space is not inevitable'","In 1996, Joseph W. Ashy, former U.S. commander-in-chief of the North American Aerospace Defense Command, famously said: ""We're going to fight in space. We're going to fight from space and we're going to fight into space."" In less than three decades since then, we've seen the establishment of the U.S...."
141,politics,Automatic sealing of non-violent criminal records passes final vote in Colorado,"More than one million Coloradans with non-violent criminal records may soon have their records automatically sealed, thanks to a bill passed by the state legislature on Monday. If signed into law by the governor, Senate Bill 99 would implement an automatic sealing process for non-violent criminal records. This would apply..."
142,politics,Judge rejects RNC's suit to block January 6 committee subpoena to email vendor,"Washington — A federal judge in Washington, D.C., rejected an effort by the Republican National Committee (RNC) to block a subpoena from the House select committee investigating the January 6 assault on the Capitol, ruling late Sunday that the panel can demand records from the party's email fundraising vendor."
143,politics,More Evidence Of The GOP's Involvement In The January 6 Insurrection,An ongoing investigation involving more than 930 interviews and nearly a year of data mining has brought the depth of electoral corruption to the public eye. Several important players in American politics were involved in trying to manipulate the 2020 election outcomes.
144,politics,Meghan McCain Brings Daughter to Father's Grave: 'Love Hard. Grieve Hard',"Meghan McCain is making memories with her daughter Liberty, sharing a photo on Instagram of the two visiting the gravesite of her dad John, who died on Aug. 25, 2018, after a lengthy treatment for brain cancer. ""Love hard. Grieve hard. Miss you every day,"" 37-year-old McCain wrote in the..."
145,politics,John Oliver Mocks Ron DeSantis: ‘A Right-Wing Dipsh*t Who’s Scared of Gay People’,"Click here to read the full article. John Oliver has slammed Florida Governor Ron DeSantis over the kneejerk reaction to repeal Walt Disney Co.’s special district and tax breaks following the backlash to the “Don’t Say Gay” law.
Just under a month after Disney publicly condemned the law’s passage, DeSantis argued that Disney aimed to “inject sexuality into the programming that is provided to our youngest kids,” and Florida will no longer allow Walt Disney World its tax incentivized, self-governing district, which had been set up in 1968.
During “Last Week Tonight with John Oliver,” host Oliver summed up the legal proceedings as..."
146,politics,Supreme Court won't hear Lundergan illegal contribution case," The Supreme Court is leaving in place the illegal campaign contributions conviction of Kentucky businessman and former Democratic Party chief, Jerry Lundergan.The high court on Monday turned away Lundergan's appeal of his conviction. As is typical, the justices did not say why they rejected his case.Lundergan and a codefendant were convicted in 2019 of orchestrating a scheme to funnel illegal contributions to the failed 2014 U.S. Senate campaign of Lundergan's daughter, Alison Lundergan Grimes. Grimes attempted unsuccessfully to unseat Republican Mitch McConnell.A jury convicted Jerry Lundergan on charges that he broke federal law by paying for approximately $200,000 for..."
147,politics,"Dolan surges late in Ohio GOP Senate primary, says voters 'leaving some other candidates' to back his campaign","PORT CLINTON, Ohio – Ohio Republican Senate candidate Matt Dolan says he believes his campaign is bringing over supporters of other candidates in the final stretch before primary day, as reports indicate he's building significant momentum. ""I was the last person into this race, so the undecideds have had..."
148,politics,Grassley introduces bill to reduce but not eliminate disparities in cocaine sentencing,"(The Center Square) – U.S. Sen. Chuck Grassley, R-Iowa, introduced a bill last week that would raise the amount of powder cocaine and lower the amount of crack cocaine that triggers five-year and 10-year mandatory minimum sentences. Currently, the amount of crack cocaine that triggers five-year sentences is 18..."
149,politics,"U.S. Department of Energy approves additional natural gas exports from Louisiana, Texas facilities","(The Center Square) — The U.S. Department of Energy recently approved additional natural gas exports from facilities based in Texas and Louisiana. The Energy Department issued orders allowing the Magnolia Liquefied Natural Gas Terminal in Lake Charles to export additional LNG to any country not prohibited by U.S. law or policy, The Associated Press reports."
150,politics,Matt Dolan Gains Ground Ahead of Ohio Primary in Threat to Trump's Power,Dolan has called on the former president to move on from his claims of voter fraud during the 2020 election.
151,politics,What would victory actually mean now for Ukraine – and for Europe?,"For more than two months, Vladimir Putin has been violently trying to erase the modern Ukrainian state from the map of Europe. This means Ukraine needs to win. In fact, victory is imperative if the continent wants to stand the chance of being able to live in peace and work collectively to meet global challenges."
152,politics,White House considering an income cap for student debt forgiveness plan,President Joe Biden said last week that he is considering using executive authority in the coming weeks to cancel student loan debt.
153,politics,Taiwan considers alternatives after U.S. informs of howitzer delay,"TAIPEI, May 2 (Reuters) - Taiwan's Defence Ministry said on Monday it was considering alternative weapons options after the United States informed it that the delivery of an artillery system would be delayed due to a ""crowded"" production line. Washington last year approved the potential sale of 40 155mm M109A6..."
154,politics,Rep. Madison Cawthorn is under mounting pressure from scandals ahead of midterms,"In the wake of scandals following the far-right North Carolina congressman, from salacious pictures to alleged insider trading, Cawthorn's star seems to be falling almost as fast as it rose."
155,politics,New Omicron Subvariant Spreading in U.S. as Coronavirus Cases Increase,"Coronavirus cases in the U.S. are ticking up as a new, highly transmissible subvariant of omicron starts taking hold of the country. The U.S. is averaging more than 56,000 new coronavirus cases each day. That’s up from roughly 25,000 infections reported per day in early April. Virtually every infection..."
156,politics,Thousands flee New Mexico wildfire as blaze breaches containment lines,"About 1,000 firefighters battle Calf Canyon fire, largest active wildfire in US amid warning that refusal to evacuate could be fatal"
157,politics,Finland has walked a political tightrope between Moscow and the West for decades. But that could be about to end,"The Nordic nation shares an 808-mile land border with Russia and has carefully walked a foreign policy tightrope between Moscow and the West for many decades. Finland adopted a neutrality policy during the Cold War, meaning it would avoid confrontation with Russia. But its long-standing neutrality, cherished by many Finns,..."
158,politics,"Mitch McConnell Rails Against Using COVID Funds On Baseball Stadiums, Ski Slopes","He compared pickleball courts to the ""lasting legacy"" of the aid."
159,politics,Jury gives sweeping win to Kardashians in Blac Chyna lawsuit," A jury on Monday gave a sweeping win to the Kardashian family in former reality TV star Blac Chyna’s lawsuit against them. The Los Angeles jury found that none of the members of the famous family defamed Chyna, nor did any interfere with her contract by convincing the E! network to cancel her reality show “Rob & Chyna.”The four Kardashian defendants attended nearly the entire trial, but when the verdict was read all were in New York at the Met Gala, where this year’s theme was “Gilded Glamour.” Chyna was in court for the verdict. She had no visible..."
160,politics,The nagging detail about the GOP’s polling advantage on inflation,"As this year’s midterm elections draw closer — Election Day is 27 weeks from tomorrow — Republicans have reason for optimism. The latest Washington Post-ABC News poll points to one of the key reasons why. More than 9 in 10 Americans say they are concerned, at minimum,..."
161,politics,First lady Jill Biden to meet with refugees along Slovakia-Ukraine border,"In her second solo foreign trip, first lady Jill Biden will travel to Romania and later to Slovakia to meet with refugees on the Ukrainian border. This follows a string of other U.S. officials previously traveling to the region to show support for Ukraine against Russia.May 2, 2022."
162,politics,USDA Shuts Down Rumors About Former Iowa Governor,Speculation has risen all over social media about whether or not U.S. Secretary of Agriculture Tom Vilsack was arrested--- but the USDA has confirmed with Farm Journal that the story is not true. Online sites claimed that Vilsack was detained with allegations against him for the “demolition of agribusiness processing...
163,politics,Odesa locks down over fears of Putin's saboteurs on painful anniversary,"ODESA, Ukraine — Only tense-looking soldiers were allowed to leave their homes in Odesa on Monday, with the silence on the streets almost audible in this city known for its vibrancy. The first week of May typically brings tourists, barbecues and blooming flowers to Odesa, an international jewel of..."
164,politics,Georgia’s Enhanced P-SNAP Benefits Expire May 31,"Georgia Department of Human Services announced that starting June 1, 2022, Supplemental Nutrition Assistance Program (SNAP) benefits will return to normal levels in Georgia. The U.S. Department of Agriculture has approved a one-month transition time this May for Georgia to go from pandemic to non-pandemic SNAP benefit levels. To fight..."
165,politics,"Israel demands apology after Russian foreign minister Sergey Lavrov says Hitler ""had Jewish origins""","Israel demanded an apology from Russia on Monday, calling the Russian foreign minister's recent comments about Adolf Hitler and antisemitism an ""outrageous statement and a terrible historic mistake."" In an interview with an Italian television show on Sunday, Russian foreign minister Sergey Lavrov said he believes Adolf Hitler had Jewish roots and suggested Jewish people may be the worst anti-Semites."
166,politics,"Minnesota’s ‘MyPillow Guy’ Banned From Twitter Again, Forever","Mike Lindell, famous for his MyPillow has built a fortune selling his pillows. Unfortunately, he's spent a good amount of that fortune pushing ""The Big Lie"". According to kare11.com,Twitter first threw Lindell off it's platform back in January of 2021 for perpetuating the baseless claim that the 2020 election was stolen from Trump. He keeps saying that the real proof is coming soon but never does. Twitter had had enough and banned him due to repeated violations of it's civic integrity policy."
167,politics,"Biden would 'love to visit Ukraine,' but no current plans -White House","WASHINGTON, May 2 (Reuters) - U.S. President Joe Biden would ""love to visit Ukraine,"" but there are no current plans for him to do so, White House spokesperson Jen Psaki said on Monday, after House of Representatives Speaker Nancy Pelosi paid a surprise visit over the weekend. Psaki said the..."
168,politics,Jan. 6 Committee Eyes Capitol Riot 'Conspiracy' in Ronny Jackson Testimony,"Jackson denied having any contact with people allegedly involved in the riot and has decried what he described as the committee's ""malicious"" agenda."
169,politics,Disinfo Board depicts Biden as most anti-free-speech president since John Adams: Turley,"President Biden's administration is revealing itself to be the most anti-free-speech White House since the 18th Century, GWU law professor Jonathan Turley told Fox News on Monday. The advent of the Department of Homeland Security's ""Disinformation Governance Board"" is the latest in a ""chilling"" record of counter-First-Amendment behavior, he said."
170,politics,Gutfeld: DHS disinfo board shows the left 'doesn't like their speech to have competition',"President Biden's new ""Disinformation Governance Board"" has materialized because the leftist establishment doesn't like their speech to have ""competition,"" Greg Gutfeld said Monday on ""The Five."" The board, set to be headed by Nina Jankowicz, a disinformation fellow at the Woodrow Wilson Center, has sparked concerns it will infringe on..."
171,politics,Special Ops veteran says 'highest levels' of Biden admin blocking key military aid to Ukraine,"Fox News contributor Brett Velicovich warned someone at the ""highest levels"" of the Biden administration is ""blocking"" the release of Javelin missile training simulators to Ukraine, as Putin's assault rages on. The Special Operations veteran accused the White House of causing a ""political logistics jam"" on ""Fox & Friends First."""
172,politics,Witness recalls woman who died at the Jan. 6 Trump rally,"First, he heard her cries for help, then he felt her hand, but there was nothing that Philip Anderson could do to help Roseann Boyland as she lay next to him on the steps of the U.S. Capitol under a pile of some 30 bodies."
173,politics,"House January 6 committee asks Reps Andy Biggs, Mo Brooks and Ronny Jackson for information"," The House select committee investigating the 6 January insurrection has requested interviews with Republican Representatives Andy Biggs of Arizona, Mo Brooks of Alabama, and Ronny Jackson of Texas as part of its probe into the worst attack on the Capitol since 1814.In a statement, Select Committee Chairman Bennie Thompson and Vice-Chair Liz Cheney said the panel has found “several of our colleagues” are in possession of “information relevant to our investigation into the facts, circumstances, and causes of January 6th”.“As we work to provide answers to the American people about that day, we consider it a patriotic duty for..."
174,politics,Sexton calls out Biden's hypocrisy over 'ministry of truth' being led by 'Soviet Mary Poppins',"President Biden and Secretary Alejandro Mayorkas' new ""Ministry of Truth"" and its leader, ""Soviet Mary Poppins,"" is a grave threat to civil liberties that should be strongly opposed, conservative radio host Buck Sexton said Monday. Sexton dubbed the appointed leader of the Disinformation Governance Board – former Wilson Center fellow..."
