,category,header,content
104,technology,Having signal isn’t enough,"What technologies will guide the future of our cities? —  BY RENATO DE CASTRO Previously, we talked about The Smart City Wheel concept and how it brings a more realistic approach to urban development. Now we are going to talk about a new layer of The Neural©, which succeeds the dimensions of the city, called “foundational” (fundamental or base) technologies…"
105,technology,3 Reasons Why You Shouldn’t Use an AI to Generate Articles,"Surprisingly, the potential for a robot uprising is not one of them. You may have seen ads for services like texta.ai, which promises to generate web copy, blog posts, articles, and any other text you might need that you don’t feel like writing yourself. And you might think this can…"
106,technology,Lessons Learned From My First Company Hackathon,"A week of learning, growth, and innovation. —  Hackathons were a huge part of my college experience as a computer science student. Despite knowing next to nothing about programming, I attended five hackathons as a freshman. I then went on to help direct two hackathons at my university while volunteering with several others. A hackathon is an event…"
107,technology,How to commission immersive experiences for arts and culture,"I asked the hive mind and it’s complicated. —  Does anyone else have the impression there’s an immersive Van Gogh experience on every street corner these days? Every once in a while, an industry will bear witness to a paradigm-shifting project that sets a new standard. In time, the industry will become awash with requests to recreate it. At…"
108,technology,"Monthly recap of April at ZoidPay: Mâtzaki, it was!","April's been an incredible month at ZoidPay. In March, we made it into the Top 500 by market cap project. Last month, we took that several notches higher, ending the month in the Top 200. The support received from the community has been overwhelming. Every like, comment, and feedback of…"
109,technology,April Roundup: ORE Network News & Happenings,"ORE Network Growth Rate Accelerates While it took us two years to accumulate our first 37K users, we doubled that number from October 2021 to January 2022. Over the past four months, we doubled our user base again. We’re now over 160,000 accounts on the ORE Network! On average, 3900 new ORE Network accounts have…"
110,technology,Netflix will go the way of Blockbuster. Here are 5 reasons why the streaming content platform is failing,"For years, Netflix has been a dominant force in the streaming content market. At first, no one knew about it, but the company anticipated everyone by first believing in the distribution of films and series online. However, recent problems are threatening to undo everything it has built over the past…"
111,technology,My Top 50 APP IDEAS In 7 Minutes,"Steal like an artist!! —  I wanted to challenge my creativity. Creativity is like a muscle and the more you use it, the more it grows. Then what did I do?? So on 1 April, I took the challenge to write 1 app idea in my diary every day. In the beginning, it was very…"
112,technology,Favourite podcasts,"I love pods. I try out a lot of pods. These are the ones that have stuck. Business Recode Media The best for media & tech. Always great interviews. Land of the Giants Histories of Big Tech businesses, with the individuals, politics and mini-stories that went into building them up. Also by Vox. Apple & Google…"
113,technology,How to teach machines to be smarter than you (at some stuff…),"What do everyone mean with computers than learn? Machine learning is a hot topic these days, and it’s no wonder why. With so much talk about artificial intelligence and automation, it’s only natural to be curious about what machine learning is and how it works. Machine learning is a…"
114,technology,The Impact of Social Media on Body Image,"Any time you have a few seconds to spare, do you find yourself aimlessly scrolling through Instagram? If you do, you’re not alone. As you scroll through your feed, you are treated to an array of pearly white teeth, perfect skin, glowy faces, perfect bodies, and shiny hair. Users on…"
115,technology,Humans.ai’s answer to the deepfake dilemma,"Fake photos and videos are a common occurrence nowadays. It seems like everyone can download an app on their smartphone and start altering photos or videos to create the next new viral meme, which grants their creator their fleeting 15 minutes of internet fame. Of course, it’s all done in…"
116,technology,How To Profit From Bitcoin In 2022,"Are you afraid to invest in Bitcoin? You should follow a few steps to earn money from Bitcoin in 2022. —  During the month of April, the price of Bitcoin was around $48,000. According to the data, it has been decreasing significantly over time.. Those who bought in Bitcoin when it was at its zenith, when it was worth $60,000, now regret hanging onto it for too long. Beginners are holding…"
117,technology,Firebase web: Authentication with email and password. — Vuejs,"Prerequisite: You already have your Firebase web project created and set up, if not, can do so by following these 10 quick steps In the firebase.js file, import the auth SDK from Firebase import { initializeApp } from ""firebase/app"";
import { getAuth } from ""firebase/auth""; 2. In the firebase.js file…"
118,technology,"Python macros in Alteryx, how to get rid of the valid metadata error",Do you like Alteryx macros? Me too. I find Alteryx macros a great option to enhance Alteryx’s default tool palette by adding tailored and reusable components to your workflows and also share them within your teams. Do you like Python backed Alteryx macros? Me too. I feel that leveraging Python…
119,technology,Hundred Finance - Multi Chain Lending Protocol!,"Learn more about this defi platform, which supports more than five blockchain networks! What is Hundred Finance? Hundred Finance first launched on Ethereum’s Kovan testnet in late-June of 2021. Following a two-month period of extensive testing, it was then soft-launched on the Ethereum mainnet in preparation for the generation of the HND native token…"
120,technology,Next 100X Coin! Best Crypto Coin To Invest!,"Ape Coin! If you’re not familiar, you haven’t been following the market at all, as recently has been taken over. We’ve seen that APE Coins price has been performing very well while the rest of the market has not. It’s up around 50% over the last seven days, and there’s…"
121,technology,《The sovereign individual》主權個人-Ch1,"> 全書概要，從歷史脈絡定義本書主題 —  Technology has become one of the most powerful forces and penetrates every aspect of contemporary life. As an educated individual, embracing the changes and being part of the …"
122,technology,Why Bully Me Online When You Can Tech Shame Me to my Face?,"I was having breakfast with my friend Jason when the topic turned to social media apps. I mentioned how time consuming it was for me, a standup comedian, to constantly post on Instagram, LinkedIn, YouTube, Twitter and TikTok, as I struggle to gain those all-important likes and followers. “What about…"
123,technology,Patreon Vs Buy Me a Coffee Vs Fanvue: The Difference Between Three Subscriptions Platforms,"What is the difference between Patreon Vs Buy Me a Coffee? —  In this article, I will compare Patreon, buy me a coffee, and Fanvue so that when you are choosing what platform you should sign-up to, you can make the right decision. Why should a creator have an account on a subscription platform? There can be many reasons why a creator must make an account on a subscription platform but the prime…"
124,technology,May 2022 Twosletter ✌️,"May 2022 Twosletter - Twos
Twos: The best place to write *things* down. Simply remember things. Quickly write down things you want to remember on…www.twosapp.com Dear friends, family, investors, and more… This is your monthly update from Twos HQ. You can comment directly on this article with questions, feedback, or introductions. Thank you! The BIG NEWS FROM TWOS: We are raising our first round of funding. Read our one-pager with more details."
125,technology,How Netflix lost $50Billion and How going to the Grave!,"Netflix has lost upwards of 35% of its stock which equals up to 50 million American dollars, and that is a lot. Now, this impacted Netflix in an ignoramus way now jeopardising the company’s future as we know it, this also means a loss of 200,000 subscribers in just this…"
126,technology,I Hate My Smartphone,"I’ve written a bit before about how my relationship with technology has changed over the years, but one thing that has become abundantly clear to me is that the ubiquity of smartphones in our world has now made it impossible to live without one. And I hate it. A while…"
127,technology,"1 Side Hustle for up to $10,000/gig","One valuable side hustle to meet your financial goals —  While there are numerous side hustles out there, only a few can be deemed as truly valuable sources of income. Most of these require high-level skill sets such as engineering or finance. As a result, many side hustlers resort to working multiple side jobs at the same time to fulfill…"
