,category,header,contents
171,politics,How Voting by Mail Leads to Cheating,"How Voting by Mail Leads to Cheating, Vote by Mail Schemes Designed to Cheat, The Jimmy Carter-James Baker Commission, New York Times Report on Absentee Voting Error and Fraud, Absentee Voting vs. Mass Mailing out of Ballots, Voter Registration Rolls, Phantom Voters, Absentee Voting Britain, France."
172,politics,Associate Supreme Court Judge Stephen Breyer,"Associate Supreme Court Stephen Breyer has had a long legal career, and as the oldest justice on the Supreme Court had had a lot of interest from both supporters and detractors hoping that he might retire."
173,politics,"""Stakes Are High"": Boris.",Russian Forces Building.
174,politics,"John Roberts, Chief Justice of the US Supreme Court","This is a description of John Roberts Jr, the Chief Justice of the Supreme Court. It is not based on any personal knowledge of the man. I do not know him or have ever met him. The information provided is what is publicly available."
175,politics,Top 5 Shortest War,Shortest War in the world
176,politics,"What Do You Know About Vladimir Putin's Wars in Chechen, Georgia, Syria and Ukraine?","I think that Vladimir Putin doesn't want war but he doesn't want to be the loser. Similarly, America doesn't want war but it doesn't want to be the loser. To sum up, a new cold war has started."
177,politics,"Standing up for Human Rights, by Standing With Our Children and With All Who Are Currently Being Targeted, by Tyranny","From parents to students, from sports stars to radio personalities, from doctors to truckers - the people are standing in the way of abusive Government, all across the globe."
178,politics,Biden Sees Inflation Easing This Year and Joe Biden Sends Kamala Harris to Munich Security Conference,These article explains Biden sees inflation easing this year and Joe Biden Sends Kamala Harris to Munich Security Conference
179,politics,Will Hillary Clinton Run in 2024?,"With an above average number of public appearances and rumors flying in D.C., the speculation that Hillary Clinton will run again is mounting"
180,politics,Putin Threatens Nuclear War On Ukraine,President Macron of France met Putin for 6 hours but the end result is that Putin is being pushed into a corner by the Anglo Saxon powers ( USA and UK) and he has made it  clear that to protect  Russia's interests even Nuclear war cannot be ruled out. How foolish can the US President get ?
181,politics,"Forgotten & Forsaken, Angel Families","While illegal, unvetted migrants are welcomed into the States, provided transportation, covered by charities, settled into sanctuary cities, Angel Families are far from settled. They are forgotten and forsaken, more isolated than we can begin to comprehend."
182,politics,How to Deal with Severe Losses Caused by Lockdowns.,Most of us have suffered in the last two years. This article is designed to help you cope with loss.
183,politics,"Freedom of Speech Was Once Revered. Now, It's Feared.",Why Have We Become So Afraid to Open Our Minds? We've even Become Afraid of the Open MInds of Others. It's Time To Take Back Our Freedom of Speech And Expression And Stop Being Afraid to Speak Out.
184,politics,Is It Time to Break up With Your Abusive Political Party?,You've done a lot for your beloved Political Party. But it's been a one sided relationship with you doing all of the work. Maybe it's time to make a change.
185,politics,How Effective Has Australia's “Close The Gap” Program  Been so Far?,
186,politics,5 Pros and Cons of Social Media,The advent of social media has taken the world and its population by storm. If you stay away from them you lose many of the advantages they offer. These platforms also come with a dark side which can damage you in very many ways.
187,politics,Bertrand Russell: The Right to Idleness,
188,politics,The Story of an Abuse,One day I started having disturbing nightmares and today I am free of it by telling about it. It is incredible how the brain can hide from us what we have lived for years.
189,politics,Abraham Lincoln: Eerie Coincidences With John Wilkes Booth,Take a look at some of the strange things that connect the assassinated president and the man who killed him.
190,politics,George Washington: The Strange Circumstances Surrounding His Death,A modern day look back on the events of the night one of the founding fathers passed away.
191,politics,How Russia Became a Partner in a Defacto Alliance With China that Threatens America.,The recent show of solidarity between Putin and President Xi in Beijing cannot hide the fact that Russia is now the junior partner in the alliance with China. This has happened because of the thoughtless actions of Joe Biden. The result is the Anglo-Saxon powers are facing a bigger threat.
192,politics,Sir Keir: Cleared of Lockdown Beer and Takeaway.,Sir Keir Off The Hook.
193,politics,The Invention of Whiteness,
194,politics,Is Boris Johnson Unstable or Just a Typical Tory?,"The Johnson may no longer boost support for independence. His lies may kill the Tory party for a long time and may mean the end of the United Kingdom, whether peacefully or otherwise. The Yes movement are wrongly, branding as lies many statements made since September 2014."
195,politics,"A New World Order: China, Russia, America","Mark your calendar, that February, 2022, will be the turning point for what may come to pass, as hard as it is to imagine. After the joint statement from Putin and Xi on opposing the USA, it is a harbinger of things to come."
196,politics,US Lawmakers Urge President Joe Biden to Ensure Global Supply of COVID-19 Vaccines And  ISIS Leader,These article explains US Lawmakers Urge President Joe Biden to Ensure Global Supply of COVID-19 Vaccines And  ISIS Leader
197,politics,Biden says US launching major initiative to reduce gun violence. And Joe Biden Joins Pope Francis.,These article explains Biden says US launching major initiative to reduce gun violence. And Joe Biden Joins Pope Francis.
198,politics,President Biden Calls for Return to Civility in US Politics and Is Bidens Strategy With Putin Working.,These article explains President Biden calls for return to civility in US politics And Is Bidens Strategy With Putin Working.
199,politics,It Is Not Just the Threat but How We React To It,"Our Reactions Do Determine An Outcome. Facts First Decisions Next. What Happens When You Fly Off The Handle, Well You Hit The Ground Fast and Hard"
200,politics,The Putin Plan for Ukraine 2022,"While nobody can read Putin's mind, one can surely see what the strategy is and what NATO has been saying it is. And the end game will be deadly having gone this far already."
201,politics,Boris Defends Wishy Washy's Washout Help Package.,Hike in Energy Prices Will Hit Poorest Hardest.
202,politics,Greg Abbott Leads in Texas Governor Polls as Election Nears,Abbott Holds Lead Over Challengers in Republican Primary
203,politics,"Black Lives Matter, Mysteriously out of the Limelight, While the Massive Damage They've Done, Very Much in the Limelight","BLM is suddenly out of the limelight, which they carved out and held for a time; but the damage they've done, is front and center, as the honoring of fallen Police Officers, before they are laid to rest, has become an almost daily occurrence."
204,politics,Hershey Starts Firing Unvaccinated Employees,"""An interrogation on religious beliefs"""
205,politics,US President Joe Biden replies to sweet letter on Amtrak train written by 10-year-old boy. and Joe Biden Tells Russia,These article explains US President Joe Biden replies to sweet letter on Amtrak train written by 10-year-old boy. and Joe Biden Tells Russia
206,politics,Joe Biden Expected to Name Veteran Diplomat as Ukraine Envoy. and Russia to Face Severe Consequences If Attacks Ukrain,These article explains Joe Biden expected to name veteran diplomat as Ukraine envoy. And Russia To Face Severe Consequences If  Attacks Ukrain
207,politics,Joe Biden Demands Taliban To Free Last US Hostage In Afghanistan And Joe Biden and Peter Doocy,These article explains Joe Biden Demands Taliban To Free Last US Hostage In Afghanistan And Joe Biden and Peter Doocy
208,politics,Biden Stretches for GOP Support for Supreme Court Nominee and World News Biden Expected to Name Veteran Diplomat as UK,These article explains Biden stretches for GOP support for Supreme Court nominee And World News | Biden Expected to Name Veteran Diplomat as Uk
209,politics,‘the Werewolf’ Killer Who Slaughtered Women for Two Decades — Mikhail Popkov,Mikhail Popkov dubbed as 'The Werewolf Killer' - The Siberian ex-police officer who was on a killing spree for two decades right under the nose of police officials.
210,politics,Confidence Internal: Will Biden Make Kamala Harris His Supreme Court Nominee? And Taliban holds US Navy,These article explains Confidence Internal: Will Biden Make Kamala Harris His Supreme Court Nominee? And Taliban holds US Navy
211,politics,It's Elon Musk Vs Joe Biden in Battle for Some Attention and Us Congressman Urges Biden to Block Pak Nominee for Envoy,These article explains Elon Musk vs Joe Biden in battle for some attention And US Congressman urges Biden to block Pak nominee for envoy
212,politics,The Cold War: A Brief Synopsis,
213,politics,US Congressman Urges Biden to Reject Appointment of 'Jihadist' as Pakistan Envoy and How Biden's New Justice Will Impact,These article explains US Congressman Urges Biden to Reject Appointment of 'Jihadist' As Pakistan Envoy
214,politics,Biden Designates Qatar as a Major Non-Nato Ally and Biden's Team Sounds Optimistic About Iran,These article explains Biden Designates Qatar as a Major Non-NATO Ally And Biden's Team Sounds Optimistic About Iran
215,politics,Us Congressman Scott Perry Urges Biden to Reject Imran Khan as Pakistan's Next Ambassador and Hold News Conference,These article explain US Congressman Scott Perry Urges Biden to Reject Imran Khan As Pakistan's Next Ambassador And Hold News Conference
216,politics,Us Prez Joe Biden Issues an Infrastructure 'Roadmap' to Help Spend $1 Trillion. and Kansas Man Charged With Threatening,These article explains US Prez Joe Biden issues an infrastructure 'roadmap' to help spend $1 trillion. And Kansas Man Charged With Threatening
217,politics,From One Train Guy to Another: Joe Biden Reads Letter From 10-Year-Old Excited About Amtrak and Ukraine Crisis,These article explains From One Train Guy to Another: Joe Biden Reads Letter From 10-Year-Old Excited About Amtrak And Ukraine crisis
218,politics,January 2022 World Views.,"This is my diary and views for January 2022. I am trying to talk about a bit of everything, and sometimes I add my personal view."
219,politics,The Democratic Party Is Neither Dead nor Socialist,"Many, on the Left and the Right want to think that because of the internal squabbling and inability to pass voting rights legislation and the Build Back Better plan.  Well, it is not dead.  FURTHER, there is a rumor being spread around by Republicans that the Democrats are socialists.  Wrong again."
220,politics,President Biden's Financial Weapon Against Putin's Russia,"If blows come to pass, whether Russia invading Ukraine or America's use of its financial weapon to cripple with, what are those financial weapons and how wide could their impact be beyond its target?"
221,politics,"Remembering President Biden's First Few Days as President, and Now",
222,politics,Wishy Washy Allegedly Prepares His Leadership Bid.,Chancellor Rishi Sunak a Possible Next Prime Minister?
223,politics,Globalisation and the end of nationalism,
224,politics,How Urbanisation Can End Poverty,
225,politics,The Birds have Come Home to Roost: Pakistan Faces Terror Attacks in Lahore and Islamabad,Pakistan is faced with an extremist Islamic terror movement and it will have to find  its own path to get away from it.
226,politics,If You're a Horrible Person Then You'll Be a Bad Cop. You Are Not Police Material If All of These Apply To You.,"Have you ever wondered what it takes to be a cop? Serving our community is a noble calling. However, many people just don’t know that they aren't suited for the job."
227,politics,Sue Gray Report: A Matter of Days and Hours?,Met Police Investigation Too.
228,politics,The Root of the Problem,"The very concept of black economics is flawed, and this problem lies at the very core of capitalism."
229,politics,New Discord Between Ukraine and Us Plays Right Into Putin's Hands and Biden Warns Russia May Invade Next Month,These article explains New discord between Ukraine and US plays right into Putin's hands and Biden warns Russia may invade next month
230,politics,How Indian Central Governments Asserting Dominance in Indian Ocean as China Gains Strength and Governments Afghan News,These article explains How Indian Central Governments asserting Dominance in Indian Ocean As China Gains Strength and Governments Afghan news
231,politics,The Environmental Problem of Our Time,How did the environmental problem of our time get so bad? The earth has been around for millions of years and throughout that time it has seen its fair share of disasters from volcanoes to floods to natural events such as ice ages and droughts.
232,politics,World War 3,The World rapidly seems to be heading towards another global conflict.
233,politics,Political Correctness Does More Harm Than Good,In this article we’ll analyze how political correctness impairs the freedom of speech thus hurting society much more than it could actually help. I’ll analyze current events that took place before our eyes rather than looking deep into history for answers.
234,politics,The Facts About Election Fraud,"The Facts About Election Fraud: Heritage Foundation Vote Fraud Database, Leftists specialize in stealing elections, Democrats are famous for voter fraud, Project Veritas video voter fraud for Hillary, illegal aliens voted for Hillary, 1982 Chicago election fraud, Public Interest Legal Foundation"
235,politics,"Dominic Raab: ""Boris Will Come Out Fighting!""",Boris Facing Make or Break Week.
236,politics,Putin Is Playing With Hitler's Playbook,
237,politics,The Munich Crisis of 1938 Today in the Ukraine,Knowing the history of the Munich accords of 1938 to appease Hitler is critical to understand Putin's desire for the Ukraine in 2022. The similarities are striking.
238,politics,It Doesn't Take a Village; the Village is Harming Our Children,"Here we are, nearly three years later and so much damage has been done; beyond a damned virus. ""The Village"", from one end of this earth to the other, has only managed to destroy lives, especially...the lives of our children!"
239,politics,Women in America Getting Killed,"Within a span of a few days, an Asian American lady was killed in a NY subway, an African American lady was killed while waiting for a bus in LA and a White American lady was killed while at work in a furniture store."
240,politics,Clinical Trial on COVID-19 Management Efficacy of Clazakizumab,A recent entry in ClinicalTrials.gov reveals a randomized controlled phase II study recruiting subjects to evaluate the therapeutic efficacy of clazakizumab for COVID19 infection in comparison to placebo.
241,politics,Progressive Internationalism – Organizations Working and Feminist Internationalism,PROGRESSIVE INTERNATIONALISM – Organizations working and Feminist Internationalism
242,politics,Is Individuality In a Conflict?,"From when I first remember individuality and then what it is today, age compared to age, 60 years in between, brings out a contradiction of what this subject means.  The resulting child-scape and the environment, as well as the core of individuality has been altered drastically. What is to be done?"
243,politics,Republicans Are in Denial,"Months after Trump has left the White House, he is still causing chaos among anyone he can. Trump is now saying that white people are being discriminated against because of the vaccine, they are being moved to the back of the line."
244,politics,The Changing Face of Saudi Arabia as Prince Salman Follows in the Footsteps of Kemal Ataturk,Saudi Arabia for long a bastion of obscurantism is turning new leaf under Prince Salman and hardliners are alarmed
245,politics,Senate Democrats vs Jim Crow 2.0. It is Voting Rights or Bust.,"Senate Democrats go old school to fight racism on the Senate floor just to pass Voting Rights legislation.  By fighting a GOP filibuster based on racism, they will do what it takes for every American to have the franchise."
246,politics,2020 Too,"It's 2022, if there was any other year to repeat, why 2020?"
247,politics,Cosmo Kramer As Q Anon Candidate,
248,politics,"Chinese President Xi Jinping Rejects 'Cold War Mentality', Pushes Cooperation",
249,politics,It Can't Happen Here?  Think Again.,"Since the January 6, 2021 insurrection, anti-Democratic sentiment and actions have been taken by members in both Houses of government, conservative media, and the former US President. We appear to have reached the point where that anti-Democracy is about to turn to fascism."
250,politics,Wall of Shame: Members of Congress Who Voted to Object to Lawfully Certified 2020 Election Results,The full story why the names of 6 Senators and 121 members of Congress will forever be on a Wall of Shame for believing The Big Lie and voting to object to lawfully certified 2020 election results.
251,politics,Boris Battling for His Political Life.,Wishy-Washy Rishi and Liz Truss Plotting.
252,politics,Misinformation: The Most Potent Weapon of the Modern Age,Misinformation and fake news are the most dangerous weapons of the modern age. They are responsible for so much hatred and violence in this world. So many problems can be solved if we act responsibly on social media. It's time to fight the deluge of misinformation that is plaguing our society.
253,politics,Why Healthcare Service Delivery is a Major Challenge to China Government,
254,politics,Pink Tax : Cost of Being Women,This article addresses the Elephant of the Room in the name of gender specificity : Pink for Girls and Blue for Boys. This is not now limited to the gender discrimination based on color but also hides the taxes which the female population is paying invisibly in the name of gender .
255,politics,"New Year Should See Ending of ""Trending"" and Other Overused Terms",
256,politics,Hoax Hate Crimes,"Hoax Hate Crimes chronicles the hundreds of fake hate crimes across America over the last few years. Included are Jussie Smollett, Nick Sandmann and the Covington Catholic boys, hoax hate crimes by blacks, hoax hate crimes by Muslims, hoax hate crime against Gays, Jews and Hispanics, Victim Culture."
257,politics,Incomplete US Policy to Change the Plight of the Afghan People,This article is about the plight of the Afghan people and the incomplete policies of the United States. The United States has not been able to improve the economic situation of the Afghan people.
258,politics,Dunbar Numbers - the Key to Understanding Society?,"Robin Dunbar noticed something important about groups of primates. Can his findings be applied to human society? If so, what do they tell us about ourselves?"
259,politics,WW III Looming: Terrifying Scenario for 2022?,"100,000 Troops Looming On Ukraine's Border."
260,politics,Will Venezuela return to the Good Times? Here's How It Might Be Possible,Venezuelans wonder if Venezuela can return to the relative prosperity they had between 1918 and 1983 - for 65 years – “when they were happy and did not know it”. Find out what could await Venezuela in the next years
261,politics,Beijing-Havana Axis Is Thriving and Another Crisis Is Looming for the Usa,China has made a foray into the Caribbean and is cultivating Cuba and the littoral states to the chagrin of America.
262,politics,Global Climate Change and Over Population,
263,politics,"One Year Post, January 6, 2021: The Events, the Non-Events and the Outrageous Comparisons","I speculated quite a bit in an article written a year ago, so much that we didn't know. I mistakenly assumed, all video would be released & that all would have their day in court. I knew the left would use it to their full advantage, but to compare it to Pearl Harbor & 9-11, didn't see that coming!"
264,politics,Trump's Rating Among Republicans Is Soaring and He May Be Back in the White House in 24,It would be the biggest mistake of the 21st-century to write off Donald Trump. The man has charisma and he may surprise the Joe Biden brigade with their full-throated shouts of glory.
265,politics,Remembering Dr. Aafia Siddique,"Dr Aafia Siddique was a Pakistani woman, a neuroscientist who worked at USA. In March 2003, Aafia along with her children were kidnapped by an unknown authority. Later her children were released but she was imprisoned by the verdict of USA court. She contributed a lot, for Muslim community as well."
266,politics,Mass Formation Psychosis Explained by a Cult Expert,How do people lose their sense of reason and ability to think independently?
267,politics,Islamophobia in Europe,Recently Islamophobia is increasing day by day at an alarming rate. It is time to stop spreading propaganda against Islam and Muslim community. We have to know how it is increasing highly.
268,politics,"Robert Owen, A Man Who Always Put Others First",Robert Owen was a man who recognized the problems that the Industrial Revolution had caused. Whether his response was the best one is open to debate...
269,politics,Perhaps We Need a New Oath for Those Privileged to Be Born Americans,"America's presidents take an oath of office, persons wanting to become citizens of America take an oath of alegiance, Boy Scouts take an oath to become a scout, isn't it time there should be an oath for people fortunate enough to be born Americans?  Here is that suggested oath and the reasons why."
270,politics,The Nickelback Conspiracy,The government psyop to character assassinate the most popular band in America. How did Nickelback become the laughing stock of America?
271,politics,Why Young Adults are Getting Hooked to Mobile Sports Betting,
272,politics,The Demonization of the American Past by Liberals and Leftists,America is churning and the liberals and the extreme left are inciting actions against past American heroes.
273,politics,War Rhetoric In a Pandemic Breeds Fear And Anxiety,"Calling a public health crisis a war against an invisible enemy has serious consequences. Viruses are part of our environment. Viruses are natural, unlike wars."
274,politics,Avijit Roy : one of the Anti - Islamist bloggers of Bangladesh,
275,politics,The Delaware Christmas Murders Of 1987,A quiet rural community in Amish Country would never really be the same after the Christmas murders of Joseph and Brenda Gibson and the kidnapping of 9 day old baby Matthew.
276,politics,An Empath as Loss Prevention,Can an Empath work in Loss Prevention successfully??
277,politics,Putin and the Ukraine in 2022,"In 2022, will Russia invade the Ukraine or not? What will Putin do if his demands are not met?"
278,politics,What Happened in December 2021.,"This is our diary of what we have seen happening, in the month of December 2921. I am writing this diary, to remind me what I have seen and when, in the future."
279,politics,Can Cancel Culture be Replaced With Forgiveness Culture?,"Humans are flawed. Cancel culture is our time’s lynch mob, and their job is calling out real, not ideal people. People are good and bad, right and wrong.  Humans need to learn how to love strangers, forgiveness, and collaborate across imaginary borders to save the planet."
280,politics,The War On Terrorism Is Psyops or Real.,"Is War On Terrorism A Psyops or Real? It seems as though it may be a complicated subject matter, but ultimately it is not that hard to determine. Many actions taken lead to only one conclusion and that conclusion is not what public perceives it to be."
281,politics,2021's Worst Events Ever,A round-up of the world's top devastating events of 2021.
282,politics,Why Do My Resolutions Fail?,"Why do my resolutions fail?
As the end of the year draws nearer. Most people, if not everyone, are probably anticipating or questioning what the new resolution will be. What change must be effected either for the better me or something else? It's such an interesting moment. But more often than n"
283,politics,What to Do With Your Scrap Metal,
284,politics,Businesses Worried About Possible Lockdown.,is Wishy Washing Listening Or Even Being Fair?
285,politics,Full Circle: A Cult Survivor Relives the Horrors of Oppression in Biden's America,"A 20 year cult survivor relives the horrors of tyrannical oppression, mind control, medical directives, and censorship in Biden's America."
286,politics,Why Have Republicans Turned From Classical Conservatism to Exclusionary Trumpism?,The Republican party has turned away from classical conservatism to total allegiance to Donald Trump. I will examine within this Hub how this has happened. Then I will show how this will have dire consequences not only to the GOP but to the very existence of our American democracy and republic.
287,politics,choices how we believe,
288,politics,"""Best of Life Is Free"" -- But Not in This Western Hemisphere: A Satire","In those ""less advanced"" -- but happier societies -- that best of life is free, while a westernized cynic might say that ""free is only their poor version of it because they couldn't afford the real thing"". Hmm...let's see about that."
289,politics,Jim Bob Duggar Will Not Be Going To Little Rock,"On December 15, 2021, a special primary took place in Arkansas, and Jim Bob Duggar lost his bid for the Arkansas state legislature.  Therefore, he will not be going to Little Rock to serve in the Arkansas State Senate  Why should any of us be surprised?  He lacks the integrity needed for that job."
290,politics,Best of 2021,
291,politics,Beshear's Tears Showed Tremendous Strength,
292,politics,Imposed Vaccines Behind Globally Declining Mental Health,Isn't the massive medico-political fearmongering terribly counterproductive by lowering our immunity? And aren't we systematically turning into nut-cases more than covid-cases?
293,politics,The Gaslighting of America,"The Gaslighting of America includes the origin of the term gaslighting, gaslighting defined, the purpose of gaslighting, who gaslights, psychological projection, Hollywood hypocrites. examples of gaslighting, narcissists, psychopaths, sociopaths, totalitarians, Theodore Dalrymple, Brandon Smith"
294,politics,Joe Biden Not the Man to Take on China: Fallout of the Democracy Meet,"The recent conference call by Joe Biden for all democracies turned out to be a damp squid and in the end, he showed he just didn't have the guts to face China."
295,politics,Help! does God want me to prosper?,"Beloved I wish above all things that thou prosper and be in health even as thy soul prospers (3 John 2).  What is true prosperity? some may say lots of money, but would you want all of the money without physical health?but a healthy person who..."
296,politics,The Myth of an American Empire,"Our national dreams don't identify who we are -- it's what we do, and what we don't do, which may have very little to do with dreams that we have. So it seems to be the case with the United Sates of America."
297,politics,Truss and Blinken: Supporting Ukraine Against Russia at G7 in Liverpool.,G7 Meeting.
298,politics,Top Science Vs. Matrix Insanity of Massive Brainwashing,"Matrix is a chronic historical sickness of the humanity, as it's holding back the next step in the evolution of consciousness. Top science dealing with the quantum realm of limitless potential is a highly promising cure."
299,politics,My Thoughts on Racism & Ariana Grande Accused of 'Asianfishing’,"This morning while having coffee, scrolling through Facebook I saw many judgmental posts. Some were from people, but the majority were from news channels, magazines, etc. Usually, I just keep scrolling, but this one caught my attention."
300,politics,Gov. Greg Abbott Claims Beto O'Rourke Has Socialist Agenda for Texas During Campaign Speech in Hometown,"Gov. Greg Abbott Claims Beto O'Rourke, Joe Biden and Alexandria Ocasio Cortez Want to  Re-Design America as a Socialist state"
301,politics,Trees of Life,
302,politics,Tesco Employees: Strikes to Be Called Over Pay.,Tesco Dispute With Its Employees.
303,politics,The Unspoken Addiction,"We generate much energy in developing solutions to problems we consider national ones, that is ""outside"" of ourselves. This problem requires that we look within."
304,politics,War Is Coming Back To The Ukraine In 2022,"Judging from a variety of news reports, they all seem to agree that Putin's Russian Army wants a larger slice of the Ukraine back under his control. The massive amount of troops along the Ukraine border has Europe and America worried. It is Deja Vu 2014 again."
305,politics,Injustice: An Ethical Issue in the Contemporary Society,"Injustice is the absence of justice or lack of equity and fairness in society, and it is an issue affecting both developed and underdeveloped countries."
306,politics,Biden Warns Russia Over Possible Ukrainian Military Action.,The US Observing Russian Activities.
307,politics,Musings on Military Rule: Does It Benefit Anybody? a Stark Example Is Pakistan Where the Economy Is in a Tailspin,"The Pakistan army has been in power for over 6 decades after the coup by General Ayub in 1958 but down the line, the country faces a severe economic crunch with staggering loans and dwindling foreign exchange reserves with a crippling loan burden."
308,politics,Mike Huckabee Needs To Sever All Ties With The Duggars,"Although I commend former Arkansas Governor Mike Huckabee without shame for his undivided loyalty toward the Duggar family from the outset of Josh Duggar's sex scandals, I believe that it is now time for Mr. Huckabee to break all contact with them.  They can only harm him from this point on."
309,politics,My Youth Years Under a Socialist/Communist Regime,Personal happiness and success are not dependent on political arrangements in a country -- otherwise capitalism would only breed happy and successful individuals.
310,politics,Macron: Boris Is a Clown Leading a Circus.,France and UK Migrant Spat.
311,politics,Texas Governor Greg Abbott Comes Home to Wichita Falls for Re-Election Campaign Tuesday,"Greg Abbott Vows to Fight Socialism During Campaign Tour for Return to Governor's Mansion in Austin, Texas"
312,politics,Tabooism of Modern Times: A Satire,"Tabooism, whether religious, political, ethnic, or medical, is a disease in the cultural paradigm -- as it prevents free thought to challenge whatever doesn't show much evidence of working for the mankind."
313,politics,What Is the Alternative to Emissions?,"Flu gas from fossil fuel-fired power plants is India's main source of carbon dioxide. If carbon dioxide was to be isolated, it would require a coal-fired power plant with a capacity of 100 to 500 megawatts, based on today's technology of absorbing chemical elements called alkanol amines."
314,politics,"November 2021, My Diary of What Is Happening.","This is my diary for the month of November, of what I have seen happening in the world. I am writing these diaries, so that one day I can go back to my diary to see when these things happened."
315,politics,Labour: Tory Corruption Has Been Normalised Under Johnson.,Angela Rayner:  Calls Out Johnson Corruption.
316,politics,Kyle Rittenhouse Is Free,The deliberation of the Rittenhouse trial was nothing more than a shamble. Rittenhouse deserves an award for the way he played the Jurors. Fake tears and no remorse. Kyle Rittenhouse has gotten away with murder.
317,politics,"Critical Race Theory: It's Not What You Think, and Nobody's Teaching it to Your Kids",Critical Race Theory is definitely not what right wing politicians and media outlets have led you to believe...
318,politics,Wishy Washy's Kickstart Scheme.,Sucess or Failure of Job Creation Scheme 'Kickstart'
319,politics,The Tortured Soul of America: The Word Negro and Slavery,Slavery is an aspect of American history that cannot be lived down.
320,politics,Load Shedding South Africa,Load Shedding. The shedding of the dark or to be in the light. To keep save in our homes or be robbed blindly. To Pay or not pay. Either way you are stuck in the night of Load Shedding.
321,politics,Why Feminism Is Not Good for Women,A short article about why feminism is not good in today's society.
322,politics,The Coming Wars in 2022,"2022 maybe a turning point between foes of the US and its allies. The way events are shaping, conflict is likely, at some time, in 2022 with China, Russia, Iran, in three different parts of the world."
323,politics,The Green Book: The Bible For Black Travelers,The Green Book was a guidebook for African American road trippers. There was widespread discrimination and Jim Crow laws used against blacks all across America.  It was a dangerous time for blacks to travel.
324,politics,Johnson: France Should Do More!,Migrants  in The Channel.
325,politics,6 Best Green Energy Sources to Be Used in the future,"The first thing that comes to mind when you hear the word energy is the idea of unlimited amounts of gas, oil, coal, and nuclear power. But what if I told you energy is not this way? What if energy is about more than how much of one type of resource you have?"
326,politics,Cancel Culture: The Right's Latest Nonsensical Obsession,"Cancel Culture has become a Right Wing talking point and applause-inducing go-to phrase for just about any position taken on any subject that they happen to disagree with. But when the idea of being “cancelled” first sprung into the public consciousness, it meant something very specific..."
327,politics,Turkeys Economic Meltdown Has Loosened the Grip of Recep Tayyip Erdogan,Erdogan came to power 2 decades back with the ambition to restore the old glory of the Ottoman Empire but failing economy and rampant inflation has soured that dream
328,politics,Why Nobody's Talking About the VAERS Data on the Covid Vaccines,"Our MAIN story tonight concerns VAERS. Specifically: What it is, what it does, how it does it, why it does it that way, and what conclusions we can draw from the information it provides."
329,politics,"January 6: Capitol Peaceful Protests, Riots, or Insurrection?","January 6: Capitol Peaceful Protests, Riots, or Insurrection? Trump Inauguration Riots, Kavanaugh Confirmation Riots, Antifa Black Lives Matter Riots, Brian Sicknick, Ashli Babbitt, FBI Led Capitol Riots, John Sullivan, Ray Epps, Capitol Protestors Mistreated held without bail, Democrats love riots"
330,politics,Boris' Adventures in Peppa Pig World.,And Other Clown Shenanigans.
331,politics,"The Left's Response to the Rittenhouse Acquittal; Burn Something Down, Loot and Steal & Hurt People - Naturally","Does eyewitness, physical and video evidence matter any longer in a Country working its way toward full-blown insanity? Are we to become as those individuals who were attempting to harm or kill Kyle Rittenhouse, criminally insane or raging with hate, with each MSM dog whistle we hear?"
332,politics,Russia and China Meddle in the Rittenhouse Trial,This is a bombshell revelation!  Just read ....
333,politics,Nick Thomas-Symonds: Labour Would Deal With Migrants Differently.,Shadow Home Secretary's Take On Migrantion.
334,politics,Kamala Harris Temporarily Heads the White House,VP:  Kamala Harris.
335,politics,Biased Media,This is why America is Divided. Dishonest Media.
336,politics,The People Makonde: Mystical Sculptors,"Author tries to show and analyse one of the most enigmatic carving in the world. He considers in continuity the beliefs of the ethnic African group Makonde and its art. There, the original manner of life coincides with the original manner of carving"
337,politics,The Aubery and Rittenhouse Self Defense Murder Cases,These two recent murder cases represent what is wrong with the self defense laws and trying to apply them. Each defendant in these cases claim self defense when they put themselves into harm's way. They were the original sin.
338,politics,Raab: Albania Could Be a Destination for Migrants.,Ideas For Where Migrants Should Go.
339,politics,Are Vaccines Truly Safe and Effective?,"Ever since the 18th century, when Edward Jenner experimented with formulating a preventative for small pox, controversy has surrounded the use of vaccines.  Vaccines have become a multi-billion dollar enterprise, and vaccine manufacturers now control most of the information about their product."
340,politics,Joe Biden Is A Danger To Children,"Joe Biden has unleashed chaos in our nation.  Now he has done something unspeakable and unconscionable, and the victims of his transgressions are the most vulnerable members of our society."
341,politics,South Africa-India Relations,"South Africa and India have longtime relations in the area of economic, social and cultural as it has benefitted the both of them. They both had tsunami effects as per their locations along the Atlantic Ocean."
342,politics,The Domino Theory Is Coming Through as Imran Khan Signs a Secret Agreement With the Terrorist Organization Tlp,"After the fall of Afghanistan to the Taliban Pakistan appears next on the list as Imran Khan under siege signed the secret agreement with the banned terrorist organization,"
343,politics,Oliver Dowden: Told Sky News Christmas Will Be Okay.,Dowden Speaking to Sky's Kay Burley.
344,politics,My Experience Collecting Donations for a Local Charity Organisation,I will give you my experience working as a local charity fundraiser. Do note that I did not work directly for the charity organisation. Instead I worked for a marketing company who has the charity organisation as their client.
345,politics,Winter Not Likely to See Massive Covid Wave.,SAGE Adviser Professor Neil Ferguson.
